MF,MF_grad,r_snow,precip_grad,precip_corr,T0,r_ice,lapse_rate
7.706722789483779,-0.00445091157001719,0.0007482150280763946,0.0007750905726869987,1.5807220844810759,0.037024012533733906,0.0014964300561527892,-0.005
6.921575665835925,-0.003702712560760015,0.0016211299282621332,0.0009578509478460587,1.4524789965135532,0.03601174539811748,0.0032422598565242664,-0.005
7.098590841454357,-0.0040269619295359785,0.0019463637590168767,0.0005614906166922989,1.770948879219586,0.0030537039936807875,0.0038927275180337534,-0.005
7.699779451601175,-0.00420354418170107,0.00018062919314920873,0.0008499054695549632,1.534043565227544,0.010209903840832734,0.00036125838629841745,-0.005
7.128446009252449,-0.004114342118800745,0.0018502234079338618,0.00040750570777497416,1.8908733859023759,0.0404899417555399,0.0037004468158677237,-0.005
6.9291127897536695,-0.0037409672882143512,0.0014411395801803644,0.0008967421444940494,1.4694744756789184,0.01505272622762642,0.0028822791603607288,-0.005
7.26171460812951,-0.00419258088550488,0.0015157199239492442,0.0004032863503573285,1.9050847206301322,0.0014916169683920864,0.0030314398478984883,-0.005
7.280222227942138,-0.004321049097226453,0.0017111531952226711,0.0004538298558657899,1.8268008756343301,0.013794791970731291,0.0034223063904453422,-0.005
7.08281104843027,-0.003662616421877223,0.0012534227699314907,0.0006060210730810998,1.7500091776363271,0.005079400094600659,0.0025068455398629813,-0.005
7.33588282123568,-0.004062081296508753,0.0013338844390699924,0.0008709421594185196,1.5406499035641932,0.04727401099653082,0.002667768878139985,-0.005
6.958580392619229,-0.003759222079573763,0.0016042615892477175,0.000553568227690453,1.7513093405509694,0.02091705717074816,0.003208523178495435,-0.005
6.935826854997264,-0.0037964780591397693,0.0019775188081682534,0.000767078629686397,1.6037163357242485,0.03678989465082998,0.003955037616336507,-0.005
6.798689198341683,-0.003427403612820978,0.0013276878072523107,0.0010980898642892543,1.3652878545879683,0.018504085208524153,0.0026553756145046214,-0.005
7.312858234431907,-0.004070798637543543,0.000729644415482884,0.0006195203030911605,1.65637873950504,0.005790434532067547,0.001459288830965768,-0.005
7.027318948933475,-0.004002957498141501,0.0016818044482903118,0.0008787800752582949,1.4842649305943993,0.005628170169972238,0.0033636088965806237,-0.005
6.969362892960972,-0.0036780768669894873,0.0012787479347295913,0.0009008308044425216,1.4785288534117924,0.004054464764846569,0.0025574958694591825,-0.005
6.5717905564245145,-0.003261914319465511,0.0019996183850062264,0.000991900577935354,1.4419996772766541,0.023634024710142712,0.003999236770012453,-0.005
7.044439794806927,-0.0040431358867413685,0.0018849490751938775,0.00039416046043695154,1.906684659654671,0.004420340894499182,0.003769898150387755,-0.005
7.72407094234451,-0.004414439034029445,0.0003541369098087224,0.0004451958218560565,1.8503285083860133,0.003617767587883041,0.0007082738196174448,-0.005
7.347089401351672,-0.003980606179046316,0.0008280827275167931,0.0009584825125458036,1.4476877097061587,0.01946903849729177,0.0016561654550335861,-0.005
7.444913631699342,-0.004094407589772834,0.0009853160670576712,0.0009952068189291517,1.4539394099553715,0.020859306082135577,0.0019706321341153425,-0.005
7.077838611631607,-0.0040633869215355705,0.0019188565001960185,0.0007686389782651049,1.5787941271313417,0.008836415073285675,0.003837713000392037,-0.005
6.639300069556402,-0.0033855917541380496,0.0019459602912060326,0.0008132538479789093,1.5696175829835393,0.0014405329768817621,0.0038919205824120653,-0.005
7.840970528207837,-0.004308599015445473,0.00025453829232767824,0.0005107554260230546,1.836915809623157,0.08600764430986337,0.0005090765846553565,-0.005
7.278552617164216,-0.00402130678176783,0.0011215931915580166,0.0006387692596634037,1.6746272780755087,0.010778322690882303,0.002243186383116033,-0.005
7.580368308848104,-0.004269746889762761,0.0007479843745890596,0.0007496200223640903,1.60543917087795,0.038121474835807564,0.0014959687491781191,-0.005
7.298506676940716,-0.0037559342684765525,0.0007392933875491863,0.0005616291971052238,1.7879838134362438,0.0033349321884083567,0.0014785867750983727,-0.005
7.482098904173452,-0.003875643238053583,0.00047613584290516703,0.0009744270226853574,1.4801668449817493,0.023986976678083863,0.0009522716858103341,-0.005
7.105178799904787,-0.004102233823748772,0.0019016503434270838,0.0004811272296893981,1.8230324653511563,0.04069140516974495,0.0038033006868541676,-0.005
6.826131483833898,-0.0036041996775924246,0.001580682437185903,0.0009052493309609684,1.475442462997419,0.004064279347574484,0.003161364874371806,-0.005
7.53645147395428,-0.004144067754951222,0.0006381739856051621,0.00044123825096203673,1.8832960854779928,0.0008105897133737459,0.0012763479712103241,-0.005
7.1047787381360745,-0.004015963774520779,0.0015654797833675653,0.0006396895161747756,1.6591176883709084,0.010824279617825283,0.0031309595667351306,-0.005
6.904858638685957,-0.0036785922906217407,0.0013929256192532174,0.0006633069944572858,1.6339733694939969,0.02218849364777781,0.002785851238506435,-0.005
6.996263253782753,-0.0036153910958076755,0.0014836019164585926,0.0005486399937268751,1.7972544181456762,0.029894537107723853,0.002967203832917185,-0.005
7.147918970228371,-0.003984557955207764,0.0015406555122197219,0.0005371657371654242,1.769751658834082,0.026592324268515318,0.0030813110244394437,-0.005
7.997459827639011,-0.004655409211178088,7.917805916271754e-05,0.0005830902488497354,1.7277527735925031,0.0005515318953745116,0.00015835611832543508,-0.005
