rank,log_prob,area_rmse_km2,area_bias_km2,passed,MF,MF_grad,r_snow,r_ice,precip_grad,precip_corr,T0,lapse_rate
18,-542.8276418951755,0.43164414355655034,0.2916666666666667,True,5.292912938905985,-0.007210327870781671,0.011384939677585457,0.013920560250614944,0.0009730468828976963,2.0444871763516184,0.013141854890131557,-0.0021774069781256935
19,-542.8307530147284,0.43164414355655034,0.2916666666666667,True,5.464103304124446,-0.007366258041171963,0.01129158966460895,0.013210686209659822,0.0009153551956097614,2.063556888721225,0.007442102930152964,-0.0022278553713155
20,-542.839560077769,0.43164414355655034,0.2916666666666667,True,5.515762366886992,-0.0075511134261678995,0.011345009342566634,0.01350299912032612,0.0009832755582768436,2.0279048535665645,0.009572492256617219,-0.0021852363689566848
21,-542.843935624232,0.43164414355655034,0.2916666666666667,True,5.424305072020849,-0.007458594153352883,0.011431064395566851,0.013775503796188209,0.0010368588023582158,1.9876242683049767,0.008795813464481158,-0.002185356073124285
22,-542.8447055798781,0.43154760262725883,0.2900000000000003,True,5.434235106230192,-0.007441842849603983,0.011494116803483516,0.013776800604033999,0.0010063376615318694,2.012958709619399,0.015259160451061293,-0.002201769303691183
23,-542.8461909956753,0.43164414355655034,0.2916666666666667,True,5.483794451377575,-0.007499271012963607,0.011401732710349532,0.01355499814387869,0.0010620527641981448,1.937502167300149,0.013229612874949552,-0.002236745156331271
24,-542.8604720366088,0.43164414355655034,0.2916666666666667,True,5.321856868761551,-0.007244759066718627,0.011566765221530467,0.013542694701281043,0.0012160799083640237,1.841773038796609,0.022409016441351695,-0.0022175893150832384
25,-542.8616964255027,0.4317792645939989,0.29333333333333417,True,5.3298039076396515,-0.007254065385016068,0.011518170183389404,0.013256563584937176,0.0012311405275740293,1.8204664484097217,0.004152826731394926,-0.002227731010875564
26,-542.8670274825922,0.43164414355655034,0.2916666666666667,True,5.465856123540511,-0.007464525585579226,0.0114255311161024,0.013512269037477423,0.0010172386045327001,2.007959762834013,0.018967936389340113,-0.0021745874544017887
27,-542.8736700220071,0.43164414355655034,0.2916666666666667,True,5.480130339121572,-0.007418967985314176,0.011398253265137225,0.013078620576634937,0.0010377203451384833,1.9497664748075725,0.009761058335592439,-0.002247581087871099
28,-542.8749977445843,0.43164414355655034,0.2916666666666667,True,5.464397582921209,-0.007466527611735816,0.011443772683113097,0.013367541437428562,0.0009962359393273703,2.001736128430321,0.011808688594081929,-0.002218784568270799
29,-542.8779190664175,0.43164414355655034,0.2916666666666667,True,5.316347988434439,-0.007257678544315399,0.011360233520595254,0.013956710177284011,0.001000605358389349,1.9931489958514326,0.022426839163435228,-0.002212402273480222
30,-542.8780015603382,0.43164414355655034,0.2916666666666667,True,5.510639202210978,-0.0075284398593427945,0.011557821978013852,0.013332800106368831,0.0011331374918660672,1.9026757221067094,0.012196265543341078,-0.0022343613957140447
31,-542.881064706639,0.43164414355655034,0.2916666666666667,True,5.315936526473007,-0.007236182939517423,0.01152175024364197,0.013303474256435018,0.0012428777497543874,1.8107653601943046,0.0037534252872877902,-0.0022276529221455232
32,-542.8819614720649,0.43164414355655034,0.2916666666666667,True,5.275995698490897,-0.007200474959969941,0.011362591922694768,0.014162533120737874,0.0009905868828724812,2.0077912996318705,0.022655804422699426,-0.002208702343443413
33,-542.8838670553872,0.4317792645939989,0.29333333333333417,True,5.340877542985045,-0.00725635254027481,0.011523395807056129,0.013868599069077465,0.0010620362835476846,1.9773356444466936,0.017573161663793843,-0.0022102317190140146
34,-542.8867359229793,0.43164414355655034,0.2916666666666667,True,5.508062515335689,-0.007535858527887498,0.011402374085178607,0.013494789950882739,0.0010657122225634522,1.9338628743962079,0.013858439047303966,-0.0022361930919202492
35,-542.8880215248876,0.43164414355655034,0.2916666666666667,True,5.460442249056704,-0.00743444424342731,0.01139856413054827,0.013515541755513028,0.0009955468243424547,2.0283630584379257,0.021623544343846862,-0.0021700570211369893
36,-542.8957252471017,0.43164414355655034,0.2916666666666667,True,5.511313412154715,-0.007520829749149468,0.011557311610646647,0.013317397618672481,0.0011637253402121686,1.8754733960406067,0.008221496098943354,-0.002240256298016023
37,-542.897400303162,0.4317792645939989,0.29333333333333417,True,5.402370414428359,-0.007342485702931192,0.011526633577175205,0.013556632526330317,0.0009716252283104659,2.0500595921217033,0.01789192569647144,-0.0022050165186636448
38,-542.8994671441218,0.4317792645939989,0.29333333333333417,True,5.351408042475526,-0.007268485356601881,0.011512805288335363,0.013837384530041599,0.0010615822935724792,1.9767111843633027,0.019127125329563607,-0.0022088867396368142
39,-542.9051432373449,0.43164414355655034,0.2916666666666667,True,5.400885585952996,-0.0073639341242028485,0.011626391610351363,0.013732888627093057,0.0010164409505702755,2.01547443651177,0.010311915059840311,-0.0022227595783906526
40,-542.9058160431978,0.4317792645939989,0.29333333333333417,True,5.318871633004441,-0.007235259791538103,0.011509391296567513,0.013298621178682718,0.001218353447613331,1.8279421684549462,0.005162845052025369,-0.0022298449795990325
41,-542.9081710287961,0.43164414355655034,0.2916666666666667,True,5.421392234729533,-0.007415425329443855,0.011352780963137929,0.013659855923434721,0.0010106850452458827,1.9985321969673013,0.0363930243801861,-0.002169882468254477
42,-542.9094259451816,0.43164414355655034,0.2916666666666667,True,5.324015512379747,-0.00724487665806904,0.011569405094480605,0.013518827959841651,0.001216244196465959,1.8420100171119327,0.02272870338057123,-0.002217362170089445
43,-542.9094456807929,0.43164414355655034,0.2916666666666667,True,5.60257765750491,-0.007664860341741301,0.011382106229950588,0.0135226247091383,0.0009423350978133927,2.0478623916264307,0.005728822334962327,-0.0022413372717480667
44,-542.9116813135407,0.43164414355655034,0.2916666666666667,True,5.367713067944558,-0.007283056855135061,0.011421175099819146,0.01361553539758091,0.0009638269653340221,2.0540032705150395,0.03243785909937648,-0.002176090685769457
45,-542.9134523614839,0.43154760262725883,0.2900000000000003,True,5.226592811842159,-0.007104888206747313,0.011351124683358258,0.014121878372575192,0.0010145909375338504,1.9884920888085131,0.020117857025974253,-0.002202662330246011
46,-542.9142788027541,0.43164414355655034,0.2916666666666667,True,5.479984522454405,-0.007462084781348635,0.01138874096068622,0.013457935046294764,0.000987526103197798,2.0345945762491953,0.020639716660573137,-0.0021690917361914695
47,-542.9172311067205,0.4317792645939989,0.29333333333333417,True,5.429202199914836,-0.007423415729022515,0.011481489929489497,0.013900300824304799,0.000997443545225511,2.0202191654808583,0.014849762789374254,-0.002222412344737313
48,-542.9218922174266,0.43154760262725883,0.2900000000000003,True,5.241876273733734,-0.007142407225448497,0.011545542644731505,0.014318320679629425,0.0010452193257670305,1.9616926198242217,0.0032857396874903903,-0.0022732972325078156
49,-542.9220884030447,0.43164414355655034,0.2916666666666667,True,5.440469632785493,-0.007353462752785482,0.011397095760046251,0.01357961683035357,0.0009887386947103473,2.035647347319473,0.012343395646007435,-0.0022021005104131556
50,-542.9229277597566,0.4317792645939989,0.29333333333333417,True,5.301036022567409,-0.00716669992770595,0.011513787075754935,0.013912458185365503,0.0009658406132048027,2.0567221185508515,0.004674878913538384,-0.0022301679440118734
51,-542.930262525999,0.4317792645939989,0.29333333333333417,True,5.632189924415826,-0.007650244763214858,0.011481806138509302,0.013049819531018476,0.0010173887210619763,2.0016872754463777,0.0024284531263885044,-0.002231716415888884
52,-542.9319292742332,0.43164414355655034,0.2916666666666667,True,5.191714247805915,-0.0070511514163643825,0.011522120323684317,0.014316420163233562,0.001068745115310331,1.9803537696459501,0.0010004413980240143,-0.0022110365229934654
53,-542.9345600867773,0.43216509191125996,0.29666666666666686,True,5.37647778314988,-0.007253427739419609,0.011342305453931561,0.013534738536165917,0.0009789403057195425,2.0275256347375383,0.008077612769157924,-0.002218229472817756
