rank,log_prob,area_rmse_km2,area_bias_km2,passed,MF,MF_grad,r_snow,precip_grad,precip_corr,T0
374,-682.8431696112497,0.3811823710509186,0.23999999999999963,True,7.201188191812927,-0.004111470694454673,0.0015546979395643136,0.0008168562182135572,1.5470338702708453,0.0003027509903988229
375,-682.843330468011,0.3760983913818294,0.23499999999999943,True,7.074476175993925,-0.003942320810889781,0.0016964248566806632,0.0006871898666908332,1.6501657126491287,0.004307597181866404
376,-682.8436642348253,0.37414346624434497,0.23166666666666677,True,7.037528224514414,-0.003995722228576092,0.0018563617554732095,0.0006486353849339645,1.6676479264745483,0.004504314504075985
377,-682.845909205334,0.3765191451528943,0.2333333333333331,True,7.202524379051262,-0.004129605729512527,0.0016554018896346397,0.0008069366631216058,1.5542208200242214,0.003965860693488269
378,-682.8465625089979,0.3765191451528943,0.2333333333333331,True,7.196303989728504,-0.004102770330867173,0.0017103565929352175,0.0007758300898854665,1.5883071775458597,0.003250835177919354
379,-682.8467394974015,0.3760983913818294,0.23499999999999943,True,7.214689540476335,-0.004151483237300263,0.0015972876955513515,0.0005954042094164096,1.7158684999153266,0.003855503343051868
380,-682.8473008391978,0.3760983913818294,0.23499999999999943,True,7.102576019143108,-0.004024465660429799,0.0016491320162026627,0.0007618275522650393,1.576710494499977,0.004688856858667205
381,-682.8473059798049,0.37572152808518494,0.23666666666666578,True,7.200056719367062,-0.004210694375961232,0.0017034201735736175,0.0007550386935227265,1.5780050955544567,0.003373413229578846
382,-682.8477862534629,0.37414346624434497,0.23166666666666677,True,7.202985436719105,-0.004111238237411434,0.0015472165294516185,0.0007453245927869113,1.591584135067344,0.005695619344740073
383,-682.8485480151252,0.37414346624434497,0.23166666666666677,True,7.151631765959175,-0.0041123088476660834,0.001739397554224385,0.0006598863485747322,1.6581164515061346,0.0051826326458520745
384,-682.8486039119838,0.3760983913818294,0.23499999999999943,True,7.095609166088632,-0.004018886059588927,0.0016459513282917181,0.0007516998908059756,1.582033234156311,0.0031891690937773816
385,-682.849183205845,0.3765191451528943,0.2333333333333331,True,7.339221410985699,-0.0042575696097708745,0.0014735348517947548,0.0006042095739914709,1.7135131065762519,0.0015456402470260164
386,-682.8494945229245,0.38155384067433196,0.23833333333333329,True,7.016118305331272,-0.003938586537290463,0.001943271307019152,0.0008279731482272145,1.5524234953453506,0.004761635034508513
