param_index,log_prob,snowline_rmse_m,snowline_mae_m,snowline_bias_m,snowline_n_years,snowline_passed,area_rmse_km2,area_mae_km2,area_bias_km2,area_n_checkpoints,area_passed,passed_both,MF,MF_grad,r_snow,r_ice,precip_grad,precip_corr,T0,internal_lapse
17,-666.495543857423,92.93633309790425,69.87469595530966,29.578149438860763,22,False,,,,0,False,False,6.8939507556135,-0.0037500231548071926,0.0019242454682141567,0.0038484909364283133,0.0006494512058454578,1.6878506708692098,0.0021582264723303372,-0.005
18,-666.4956734770532,93.20344133270451,69.94157296464691,30.284134826584804,22,False,,,,0,False,False,7.034243817565265,-0.0039028269456413914,0.0017590489265839103,0.0035180978531678207,0.0005680330473344741,1.7510522394765744,0.0007838762054191342,-0.005
19,-666.5199182463463,92.33513407914313,69.45184629801965,28.153477949179727,22,False,,,,0,False,False,6.926659840469555,-0.0038260651555970973,0.001998724103422691,0.003997448206845382,0.000621655801913865,1.716105159935822,0.00022333688545423183,-0.005
20,-666.5252709980082,92.6630173358337,69.62297197228256,28.800381712219394,22,False,,,,0,False,False,6.998219755283931,-0.003942708671655093,0.0019382714304302475,0.003876542860860495,0.0005513688621064153,1.7630197326313337,0.003635190724296704,-0.005
21,-666.537196449504,93.62679469177328,70.29461009708895,30.42940013505548,22,False,,,,0,False,False,6.856621766888826,-0.0036846707733612914,0.0018994480197769001,0.0037988960395538003,0.0006597219401800695,1.6791200035956468,0.00041093563287094946,-0.005
22,-666.551337284495,92.5104562439531,69.45251147767344,29.821770014529662,22,False,,,,0,False,False,7.042392313420759,-0.003864492940252434,0.0017446716473881545,0.003489343294776309,0.0006282052017779677,1.7126132975532675,0.0006025777316726114,-0.005
23,-666.552973026445,92.89319571278273,69.74336548580104,30.341880078308137,22,False,,,,0,False,False,7.026468865263067,-0.0039023228372248547,0.0017806934854177818,0.0035613869708355636,0.0005868335155588679,1.732632051028186,0.001650700804801814,-0.005
24,-666.5531069067085,94.0302664526886,70.57952611120173,30.045804576568525,22,False,,,,0,False,False,6.995924467226149,-0.0038483983199293515,0.0018235648233710527,0.0036471296467421054,0.0005584489047271316,1.7688447201247703,0.0014058159507765867,-0.005
25,-666.5569680598046,92.89319571278273,69.74336548580104,30.341880078308137,22,False,,,,0,False,False,7.028218842119946,-0.0039033799018416073,0.0017771035441002479,0.0035542070882004957,0.0005865482232948694,1.7328868228141088,0.0016500613267324046,-0.005
26,-666.5604834926152,93.02831544164454,69.83656489454752,30.486445059034885,22,False,,,,0,False,False,7.019787594410643,-0.0038912610776861557,0.0017657756729984445,0.003531551345996889,0.0005856647555372633,1.7321483633654045,0.0012501256400883447,-0.005
27,-666.5693284741303,92.97813303202236,69.8700667665317,29.1560231559533,22,False,,,,0,False,False,6.976310885482813,-0.003906905074417717,0.0019188619645774208,0.0038377239291548415,0.000557688493394538,1.7562187429962726,0.0037871478200275366,-0.005
28,-666.5788638735118,92.62953024772347,69.53904309800022,29.840170218275308,22,False,,,,0,False,False,7.057437390124795,-0.0038855519203796988,0.0017185794301064368,0.0034371588602128736,0.0006078651055395493,1.7275238907433315,0.001502113819662366,-0.005
29,-666.5790520302351,91.85958173643557,69.12832765848533,29.065181162313536,22,False,,,,0,False,False,7.042972579974492,-0.003895975798041764,0.001797508349645647,0.003595016699291294,0.0006375723844036735,1.7026429497964306,0.0020409005588933197,-0.005
30,-666.5870811135485,92.91071829797495,69.75487718605949,30.353391778566596,22,False,,,,0,False,False,7.029259577740098,-0.0039030655541011936,0.0017743969824214746,0.003548793964842949,0.0005863179902920306,1.7332419404286297,0.002135784444112096,-0.005
