param_index,log_prob,snowline_rmse_m,snowline_mae_m,snowline_bias_m,snowline_n_years,snowline_passed,area_rmse_km2,area_mae_km2,area_bias_km2,area_n_checkpoints,area_passed,passed_both,MF,MF_grad,r_snow,r_ice,precip_grad,precip_corr,T0,internal_lapse
245,-666.9564846980122,92.00321001872351,69.23967147833919,30.200177214953918,22,False,,,,0,False,False,7.017738598340987,-0.003857264615347417,0.0018180100756851872,0.0036360201513703744,0.0006775322745955529,1.6672817940305844,0.0016454780748206485,-0.005
246,-666.9568442345945,93.38273056873103,70.16510132472216,29.939117261987665,22,False,,,,0,False,False,6.966247295612221,-0.003861939375603421,0.0019234286658563631,0.0038468573317127263,0.0005710881898496459,1.7490472349303279,0.009405578935189285,-0.005
247,-666.9595548820259,90.27170810523317,68.00559844934942,27.423808779237405,22,False,,,,0,False,False,7.189476554097122,-0.004130590513923291,0.0017624851549324625,0.003524970309864925,0.0005738083595177458,1.7491394976226267,0.0026937167869770496,-0.005
248,-666.9597415091986,91.91887918781528,69.22468324460816,29.513422203717347,22,False,,,,0,False,False,6.917906495138766,-0.003715735816780611,0.001858986397188492,0.003717972794376984,0.0007470722747353831,1.621249524758072,0.002487272839208243,-0.005
249,-666.9607672943463,92.99030290943105,69.94167009743306,30.91694539967383,22,False,,,,0,False,False,7.106988242783263,-0.003882184431149063,0.0015612456102398547,0.0031224912204797094,0.0006319172653268615,1.706392112362058,0.003085549424696799,-0.005
250,-666.9622341749019,92.70207649250571,69.6604571425204,27.91930677501278,22,False,,,,0,False,False,7.104631761831521,-0.00412943367098495,0.001939131306725465,0.00387826261345093,0.00045527842000954547,1.8466102963175144,0.000773920751335477,-0.005
251,-666.9634198304152,93.60517759973732,70.30329049208738,31.147685871830085,22,False,,,,0,False,False,7.023257650018118,-0.003899925306520605,0.001688187375870379,0.003376374751740758,0.0005619847753657679,1.7421026774812851,0.0016470170088716228,-0.005
252,-666.9645397905174,94.0303770756453,70.66879305737642,30.393869013829885,22,False,,,,0,False,False,6.9788251716147265,-0.0038454658913615702,0.0018715593943131883,0.0037431187886263766,0.0005632252029851316,1.7602420080596732,0.007753748575662876,-0.005
253,-666.9646892746164,92.1504209282037,69.27408903230817,29.703575910826956,22,False,,,,0,False,False,7.068130467535084,-0.003996001481687866,0.00180793695056593,0.00361587390113186,0.0005753342996945738,1.7352503395858705,0.006006803226389397,-0.005
254,-666.9652365873345,94.84940691172662,71.14353386753301,31.070190009965078,22,False,,,,0,False,False,7.025151167978641,-0.0038752267164029494,0.0017398919038967443,0.0034797838077934885,0.000526114717513907,1.7899266613619729,0.0038874736245221348,-0.005
255,-666.9665328788739,91.36692454450014,68.75354409662867,28.68453483242934,22,False,,,,0,False,False,7.035616269685552,-0.0039040068436085647,0.0017983169814105512,0.0035966339628211025,0.0006550085179424501,1.68283188001856,0.008528172223614627,-0.005
256,-666.9673454087783,90.60879785064583,68.29847041338986,28.407603681254727,22,False,,,,0,False,False,7.058633620934913,-0.0039003495796411107,0.0017546098334095751,0.0035092196668191503,0.0007041290694885193,1.6492006409004223,0.004285540459837957,-0.005
257,-666.9680514275121,91.81537156738747,69.11770895976589,30.87865661607019,22,False,,,,0,False,False,7.0752644795215724,-0.0038711749803736484,0.001584946271429913,0.003169892542859826,0.0006935460969205475,1.6472387846637846,0.0022769562633759245,-0.005
258,-666.9681174012619,91.79641834039006,69.06618142669915,28.236928569867544,22,False,,,,0,False,False,7.058848995411105,-0.003918458529063048,0.0017787956951302332,0.0035575913902604664,0.0006181993665523551,1.7205342486824389,0.004449987821995302,-0.005
259,-666.9691916327683,92.83108606415406,69.77726680866645,30.896351376436414,22,False,,,,0,False,False,7.1295178107256465,-0.003949571924887452,0.0014355871061155125,0.002871174212231025,0.0005873046548805459,1.7230019599775124,0.0014081564724946396,-0.005
260,-666.9703579914172,94.64022881497947,71.02772193340279,31.32204575642027,22,False,,,,0,False,False,6.879315944712262,-0.003729656904143505,0.001896347932175207,0.003792695864350414,0.0005914860190807229,1.7290575477108985,0.0062837661086521425,-0.005
261,-666.9723152598983,90.13570083704235,68.03155769171566,28.91002918770165,22,False,,,,0,False,False,7.2068504087319605,-0.004066056742580927,0.001519089836148996,0.003038179672297992,0.0006469547775048692,1.6808451215971494,0.003811850888698493,-0.005
262,-666.9725111240476,92.26311729586823,69.37456168108643,30.617877070686806,22,False,,,,0,False,False,6.937391647503499,-0.003722559675086837,0.0017612137898982058,0.0035224275797964117,0.0007381710240912062,1.6198505483832641,0.004304432618568989,-0.005
263,-666.973467491645,92.3175280785868,69.39296643366046,30.27862376642996,22,False,,,,0,False,False,7.107217844218227,-0.003947098928099955,0.0016777013010861941,0.0033554026021723883,0.0006195405965815674,1.7111641439203265,0.0029561530557167363,-0.005
264,-666.9741981543948,93.17342894602778,70.01247797799172,29.26319128313196,22,False,,,,0,False,False,6.9979801911485024,-0.003864075591830232,0.001923040917366618,0.003846081834733236,0.0005870064241093539,1.7499328386403197,0.006677838839098847,-0.005
265,-666.9744499824561,91.95158807991479,69.22088461678865,31.03344994895672,22,False,,,,0,False,False,7.076627971043484,-0.0038520831659462984,0.0015426576138489081,0.0030853152276978163,0.0007019914217267801,1.642127057462517,0.002721704775817929,-0.005
266,-666.9761285984774,91.10039757829269,68.64346813788262,28.759712474569167,22,False,,,,0,False,False,7.018840549165912,-0.003838823615363349,0.0017682393758570807,0.0035364787517141614,0.0007155479327138958,1.6434215011177038,0.003381918071411312,-0.005
267,-666.9763433424569,91.82626097212443,69.13887886235926,28.49593326412356,22,False,,,,0,False,False,7.106968305443063,-0.0039684631930595755,0.001661364634744543,0.003322729269489086,0.0005925308951115053,1.735288902745134,0.003902976400677124,-0.005
268,-666.978319428469,92.28807163525636,69.35533797548034,30.646997499144913,22,False,,,,0,False,False,6.968866127645688,-0.0038219969563098363,0.0017348532475448069,0.0034697064950896138,0.0006676690840647261,1.6572590788958677,0.00625690993282609,-0.005
