MF,MF_grad,r_snow,r_ice,precip_grad,precip_corr,T0,lapse_rate
5.544521936330382,-0.007541329734612499,0.011197433287177556,0.012681256281565327,0.0011570201001333633,1.862256277250564,0.08645262193229125,-0.0021057697198357955
5.615583755254943,-0.0075484380558886455,0.011300337457442257,0.012318975863841798,0.0012575348132893632,1.7990868440397234,0.018104806308768137,-0.0021969776953572485
5.308353783913534,-0.007192130577681034,0.011447680614288325,0.013762641620932051,0.0007443534745065856,2.2062215108554106,0.05140882195844666,-0.002269466827274787
4.664465224032319,-0.006379798685968388,0.011985289411870215,0.015471357320766845,0.0010791498019054593,1.9515242163715387,0.025525656733398946,-0.002278753224210572
5.215321043691361,-0.007237619109726252,0.011224387965077557,0.014500383637645194,0.0010254160271625568,2.002898938548706,0.11517487091820214,-0.002032558489775853
5.529018398631915,-0.007444054818767282,0.011342174352325486,0.012649910011376709,0.0009189963054024098,2.008388270680014,0.013818019961635404,-0.002305253371072158
5.162995560669721,-0.0069517287360991425,0.011456905710136384,0.013632759082903331,0.0010326542685849653,1.9488253471308272,0.06407482880905953,-0.0022258300475130437
5.318554953214503,-0.007202829977015462,0.011050146151248188,0.013996100044371454,0.0010618346055862662,1.9868426967518587,0.018033366283198474,-0.0021217241456907964
5.486113066433861,-0.007606442210668942,0.011212104259546113,0.01383617450477863,0.001070486149416674,1.8773161330328247,0.052534662625833874,-0.0022420728591381503
5.32682772165501,-0.007285420148700196,0.011227271880858675,0.01448756814365197,0.00135666682243883,1.78384564289944,0.054492543664593884,-0.002089702106084208
5.812884268715801,-0.007875554002739954,0.011497018104935785,0.012180643112345103,0.0009890859065154645,2.0087699435831157,0.09785898108332816,-0.0021624047358201758
5.375189563071447,-0.007420194661203387,0.01117305377174662,0.01370842186152799,0.001346418023036524,1.7122861004894345,0.021934572144535723,-0.0022091589003241123
5.422850416450669,-0.007341310240673101,0.011226414490539684,0.012991322013993044,0.001248714966233065,1.8013568542739185,0.09444388043187048,-0.0021183331525682376
5.3049696349669135,-0.007226398498129595,0.011489085055004553,0.013755593994379974,0.0011296512475955861,1.958156121657841,0.08528539129688532,-0.002045528838580689
5.146573310965864,-0.007083596613784457,0.011654561910251587,0.014414957185297119,0.001089513724574031,2.016414866481908,0.04976546532580086,-0.0020845021190448692
5.544585496434266,-0.007543354350119641,0.011399616558310854,0.01342312592247126,0.0006979059231792559,2.3037999072286004,0.011256254734848248,-0.0021906404300877395
5.215005487228126,-0.007088509400126741,0.010953144753660162,0.01425844281546177,0.0011493771258890564,1.9210786993109061,0.06774338623777616,-0.002003831507040821
5.15635541625329,-0.006991242543856221,0.011144678386714728,0.013713002454445775,0.0011735575137284573,1.8678953564695446,0.08059543662544459,-0.00210243717522545
5.299043467117606,-0.007386897819358204,0.01163561701805001,0.013621988223726815,0.0008060410319266981,2.201723404863466,0.04503811217632081,-0.0021094570758685848
5.495684474589737,-0.007425977737199543,0.01126700025684711,0.013196039542104937,0.001315724908680706,1.7862560168422577,0.08383266137749366,-0.002112528059336929
5.635542095028326,-0.007677136797974498,0.011398425747365631,0.012455871036686716,0.0010658965864582702,1.991152145099313,0.0655913704312344,-0.0020888742070583467
5.665672241293556,-0.007770001742559364,0.011348695203675534,0.01294852431827113,0.0010443613434686664,1.946914036930293,0.0022388102684454997,-0.002221265758685754
5.374576340971935,-0.007504372785091103,0.011722407556820793,0.013573550469378802,0.0009764742400980603,2.0421778570120566,0.07269554468950579,-0.00212737537711442
5.299798502684922,-0.007342287159597478,0.011591321529413381,0.013502484838859572,0.0014091069726036571,1.7094270456382108,0.00020627873415593467,-0.002194790693566212
5.5611919087310735,-0.007551861502614715,0.011449393926674515,0.012705319893603163,0.0011376550103143496,1.8747753010430712,0.002725351122652379,-0.002249489201319167
5.156830861239061,-0.0070232439724446,0.011961492694649294,0.013888025652825292,0.0015788043345298076,1.6760806847516243,0.01722426198999158,-0.002167034874233445
5.496304686242577,-0.007507361168602116,0.011560845319754034,0.012814213393042376,0.0009606955766794351,1.9989921107207969,0.020040962117936642,-0.002264761376435543
5.363773853661404,-0.007388237068750195,0.01136816627583107,0.013816814296539668,0.0012737083816975938,1.8294835329426453,0.04176120187959626,-0.0020918943666408765
5.298308130884018,-0.0070720785493893,0.011404232686067552,0.014352205456705158,0.001025283937170229,1.9678311717756924,0.07945168078877209,-0.0022469220642389806
5.546877819515486,-0.0076123276970032,0.01140773831212317,0.012774568017664764,0.0010953617117743996,1.9109690921505416,0.015980387977109663,-0.0021876830079533825
5.348692033368192,-0.007296549290212267,0.011129284000236165,0.014297344670912147,0.0010640542405028297,1.9744439993316059,0.08436439544449768,-0.0020774071972511614
5.512225025766874,-0.00744817474230826,0.011167526688138663,0.012690747867116723,0.0010858763309373803,1.9661151545701574,0.12536384866885586,-0.0020163569427714086
5.211703731462525,-0.0071972152558823525,0.011381755841440662,0.014791599974721235,0.0012721367690116442,1.8135133462544353,0.04998477014890697,-0.0021430503812518544
5.833549283534195,-0.007955983105292207,0.01140949635720106,0.011990685648554947,0.0008722623539721851,2.0990697829630025,0.010486998286420714,-0.0022100488133189725
5.212399728335833,-0.007036836571280723,0.010988268887379254,0.014003142991047317,0.0006619106303403957,2.282893803106842,0.06294128388906473,-0.002177824000484086
5.02082332007161,-0.006738110803158236,0.011429746047892568,0.014611624969391952,0.0011067898945914928,1.9148465107002217,0.004690388509587008,-0.002269698891084315
5.535115032087568,-0.007626801317350915,0.011224689047756664,0.013510469151031877,0.001222072621030289,1.8043299273900977,0.07087839897645509,-0.002144257823772156
5.241172795169561,-0.007109801172923217,0.01110615117696763,0.01383903216917987,0.0010584077836458968,1.9471550378102165,0.12030931249959656,-0.0020763302973327625
5.755195381473762,-0.007735871596133485,0.011129780447419125,0.013194465063501911,0.0007964524734066143,2.200134491039883,0.11853461299890546,-0.0021102290804917473
5.891444614149237,-0.00805062574465105,0.01143028973876238,0.013335259315405136,0.0009322031580900926,2.1252708325911525,0.04662599349137822,-0.0021502836773151716
5.106954618445788,-0.006788321700329794,0.011565193281691857,0.01359160305822317,0.0012566380788956756,1.7717519964134252,0.051118347451340175,-0.002296668127544214
5.185131604539464,-0.006905572110035741,0.010850397786344198,0.014309417385389867,0.0006007349906024553,2.3949412047881564,0.13266370827606583,-0.002051935055043324
5.198751806066158,-0.007095946108451834,0.011273091149020678,0.014444391259159419,0.0010714576561784758,1.9521842747166882,0.05446563481025423,-0.0021428058281230122
5.789097103649076,-0.008145992108482034,0.011494995088794865,0.012033590790991136,0.001390920978340829,1.6922501386526025,0.05860984221440679,-0.002125587463334859
5.382847944313455,-0.007162412234896149,0.010796769603358838,0.013017385324071318,0.001106337799007249,1.927533540131585,0.12904718425432515,-0.001974225858148678
5.160949935315174,-0.007029480873835504,0.011473538629960669,0.014312731185366101,0.001003921583560114,2.0492261465891994,0.016818300404019174,-0.0021388280844086126
5.449140566734039,-0.007571686839409029,0.011934849133454477,0.0137801315229787,0.0013763214550607168,1.7894163415794961,0.03477862797707186,-0.002157576860013375
5.399194354606378,-0.00725759808355897,0.01127358828070208,0.014233540719843462,0.0008649241826812718,2.1384854624119787,0.00040972154360938325,-0.002238962847842675
5.836424117524499,-0.008141508346285214,0.01127253587198414,0.012744052609742344,0.001172468243700086,1.945184043807057,0.13282710138788748,-0.001915556233473044
5.383726318311986,-0.007324330351724247,0.01161275271582726,0.012735233500484918,0.0010278377009052637,1.9901385997885095,0.05614458002621282,-0.002151615495866102
5.7006109610664035,-0.007863648844890526,0.010804001804950322,0.012238548324248432,0.001098806788589529,1.8876575749760443,0.1948953772260431,-0.001937409413010627
5.5677576868374965,-0.007638987589048953,0.01115875927857034,0.01430001544893848,0.0010191929472422583,1.9361620165078914,0.002504380332177411,-0.002298192515820218
5.526698060552093,-0.007684526692209826,0.011467105215462276,0.013283199553054757,0.001391794946815817,1.7297858548249754,0.09078956701828172,-0.002078892843503068
5.296942575036404,-0.0071253893857942925,0.011438283679148207,0.01415106060971395,0.0010635691456481592,1.912993480178731,0.09055766531702564,-0.0022569629406515904
5.715362187512296,-0.007868325915773355,0.011585294960051356,0.012503088929565106,0.0011894135814303232,1.8278687549011052,0.0022774577813644043,-0.002262175694125226
5.541336747876655,-0.007614761584232346,0.011436766426298426,0.013838898124360902,0.0008287706450046283,2.1237322963845213,0.04802113479076347,-0.0022602237818784305
5.587803543008911,-0.007726735031514931,0.011541873440658221,0.013497687031794894,0.0011698134865325493,1.846503334549708,0.019718009170061307,-0.0022666896559154653
5.343882249869425,-0.007336777503378448,0.011155633682764772,0.013161054299644825,0.0010872623365666134,1.9933653544441974,0.12814270714864034,-0.0019014498019361398
5.248508458149393,-0.0072583349056595334,0.011639714080153074,0.013404674512134125,0.0009336106299842604,2.080907876140915,0.00015765277528677693,-0.0021763201237445305
5.676727763338112,-0.007667623630529065,0.01159512986174738,0.012496432976037914,0.000990692165542694,2.010348078593658,0.005528764861455495,-0.002264746466904295
5.490474874116007,-0.00739469808619673,0.011378971533987014,0.01345438785268822,0.0009703018659330798,2.0945961805541096,0.043333386324753004,-0.0021077796992034627
5.731134012673523,-0.008047997417715714,0.011733900079035272,0.013189567481519926,0.0010895351561275206,1.9645780969116584,0.053474364881094735,-0.002128565434278839
6.023445039429882,-0.008342288658840081,0.01165281878074492,0.011440444525896758,0.0008208216190026762,2.1242092536274115,0.029965915964785334,-0.0022514390654490113
5.094253277026724,-0.006894227584262313,0.011245175354698916,0.014351405564165899,0.0011102699819347031,1.892796421143342,0.08323377229550745,-0.00218246844283418
5.510987546527137,-0.007523297856139285,0.011620456036106116,0.013455604269651466,0.0011881293749865082,1.8518053748828571,0.00981810070537004,-0.002272723676123935
5.511907916622603,-0.007363133897018403,0.011040009470999246,0.012971410964558141,0.0009025580251063775,2.1296147249174484,0.09065576622378888,-0.0020343858342944275
5.584750138987471,-0.00773487362124378,0.011666612178558076,0.012598717942674018,0.0005400554808681274,2.4377676006810365,0.005106190208393688,-0.0022839732446254105
5.092706047185471,-0.006878227154982412,0.010877596284046186,0.014112141620099512,0.001081505223836675,1.8846207949186242,0.10592620725117134,-0.00211519616769692
5.293296460566822,-0.007123784148403848,0.011100409076572162,0.013761842866705143,0.0009572391398977799,2.0078406403559232,0.024636267212159876,-0.0022101173815307767
5.734416687201397,-0.007972785302626613,0.011646863952732877,0.012491174187299635,0.0010567741812095273,1.9270285292828429,0.07221327426577283,-0.002225707517886224
5.888766949299149,-0.008026354612386325,0.011311940638147272,0.011845606699928565,0.0009941646709055259,1.9250615674337483,0.16547878780860104,-0.002182718460847402
5.5105547347064805,-0.007582902973805056,0.011503650295252606,0.013540634052885815,0.0009216961641008614,2.0850747035461965,0.03690920968632385,-0.002176925727917315
5.433317232005618,-0.007355849715412472,0.011005826312717718,0.013255171773534007,0.0009186828381958249,2.1091630168663342,0.15405978331175202,-0.001938608934416739
5.488698568424985,-0.007357920868621295,0.011189176113882163,0.013234080534163669,0.0006450559050354457,2.3063128038728546,0.004886396771706714,-0.002282510937349105
5.156079110796725,-0.00692258465171831,0.01127659890941103,0.013901938959587606,0.001115362018784659,1.9313797106185138,0.009821532676056446,-0.0021731119592710325
5.390075538020826,-0.007460634721437222,0.011901217796300196,0.013174259148688717,0.0014688948010362175,1.6793198477242173,0.02933705785894672,-0.0022293044263081074
5.294585518084524,-0.0070933812387190005,0.011109444882687336,0.013156108726398287,0.0008558156340143412,2.193022877596864,0.04237458349554828,-0.0020440809071378334
5.5381770034546625,-0.007428974975351234,0.01134424043537729,0.013483365793494805,0.0009202943161203842,2.163131217512752,0.0037005977517286515,-0.002114495107194142
5.433901643456922,-0.00738657496526299,0.011815761097322087,0.013712185313663649,0.001315840378659661,1.7895947263605652,0.002916770235909958,-0.0022974081333054968
5.2192224507776785,-0.007274943917244524,0.01200181118440698,0.014011104640230023,0.0015214953714449801,1.6848842742528443,0.0342573559880911,-0.002165836675178874
5.448216286538801,-0.007411333928165135,0.010487257068949252,0.012524764388315816,0.0011561233002761388,1.8936751468454647,0.24857662894550342,-0.001727082029996744
4.7514129835043315,-0.006396774162245364,0.011731007059754177,0.014066299961840042,0.0015624991513290393,1.5859402393292932,0.07381271330531883,-0.0022198495794680862
5.835044399704069,-0.007855172847077272,0.011361587884946258,0.012044425960774308,0.0007339688939043207,2.224193790229907,0.010088183887491907,-0.002257547467124866
5.623749872526436,-0.00769753606987336,0.01090561490401516,0.01372531780182901,0.000740370833031818,2.2418233560285086,0.03928723358389932,-0.002128634271319863
5.17266437680708,-0.00706351680563611,0.011298036190113183,0.014246760969291034,0.001307010383913286,1.8020978728941632,0.0243856650262624,-0.0021257526334734368
5.512945066461704,-0.007606053013183638,0.011789193721668704,0.013204773361616032,0.001115768227217473,1.917478574757755,0.004793199699014445,-0.002237543829139425
5.593080872053938,-0.008010437934695464,0.01196603935925275,0.014254175326917244,0.0010307421330155294,1.9585553857974833,0.0051526685545309385,-0.0022923545108291606
5.315140998457207,-0.007125439730019345,0.011414355846299854,0.013092332579896525,0.0009165019776235759,2.0860729983848807,0.10201581080586196,-0.0021332609816194933
5.251015224807228,-0.007434837113742746,0.011908501453001246,0.013570654572052237,0.0012425271158282767,1.7831555018714929,0.006850218776153288,-0.002280120547198223
5.416455493126967,-0.007391509220259183,0.010966132892528109,0.01306540273519678,0.000978112293695234,2.0732855717634475,0.1378370934887347,-0.0018886331801924081
5.2889170832141374,-0.007321803962272907,0.011543584248370976,0.014036132019287512,0.0008683563912063865,2.1605219514544145,0.019054152720853042,-0.002121330837416219
5.88698205983561,-0.007843753050177945,0.011064256846534918,0.012265969880366167,0.0008098192970029342,2.156271778114981,0.024983233493239745,-0.002238574508887554
5.826177187978187,-0.007863996153270712,0.010949187212045264,0.012007391897403002,0.0010717730287184567,1.9049722405914964,0.10293652934977182,-0.0021149579390627605
6.159707257987501,-0.00843065210566899,0.011223400860140929,0.011588800245546677,0.0007001396826307757,2.314655891596704,0.23660311436851295,-0.0019451561324012332
5.189345006677823,-0.00714268791006729,0.011598494403502685,0.013797187916198219,0.0011906186278516423,1.877727875559821,0.006884078255730126,-0.0021640818958959117
