year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2026,0.30338156855384885,40.11,6.8722845819339025,171.33594071139123,0.30338156855384885,5028.131562944363,25.230412028083368,5.707807172097067,180001406.9792531,8.330477254424244,2327.96573720493,392.4851502043729,1609.842579241746,large
2027,-1.7592322894546863,40.11,6.8858052871724515,171.67303134311774,-1.4558507209008376,6349.274325720709,34.04117940433473,7.188137848537321,226685115.19147295,10.176690885432226,2003.9382932575872,397.10127247378125,1609.842579241746,large
2028,-0.5223372817481902,40.07,6.807534339391569,169.89104914877885,-1.9781880026490277,5610.209716937694,36.09525859033174,6.45399015980709,204090658.42948374,10.746009756774532,2222.771314909487,377.86170540709264,1609.842579241746,large
2029,-1.4862015603915697,40.03,6.78427996430487,169.4798891907287,-3.4643895630405974,6992.640801862413,43.37716422730494,7.860547149844196,247890214.91748655,9.742678182158619,2405.5683115204006,369.7260207891987,1609.842579241746,large
2030,-3.455583597157508,39.95,6.718662232865621,168.17677679263133,-6.919973160198106,9907.622650016348,40.68450332269159,11.475996140745965,361907014.2945648,12.764242831657604,2819.283238724145,346.05226447267336,1609.842579241746,large
2031,-2.979750557745539,39.7,6.569784299502812,165.4857506171993,-9.899723717943646,10503.6193359801,43.68093160470996,12.200105605065644,384742530.3613501,11.228642749923566,3288.4729505714786,406.5726100312296,1609.842579241746,large
2032,-1.5794082413814283,39.42,6.441114240337133,163.39711416380348,-11.479131959325073,6863.385402202153,69.00542056062726,7.884089526554505,249313832.64451718,10.508697771592805,2309.674937855704,499.20543020011326,1609.842579241746,large
2033,-3.4122521830906765,39.3,6.3725329220632885,162.15096493799714,-14.891384142415749,8073.052125810369,43.46499682024264,8.793859419365818,277323150.64912045,11.93579441167204,2037.578401454332,504.624591728405,1609.842579241746,large
2034,-1.603366782320685,38.99,6.226468725725765,159.69399142666748,-16.494750924736433,7859.272148304154,32.520576569483794,8.908905577487682,280951246.2916515,11.26180540596127,2735.6063307472173,531.3514392458427,1609.842579241746,large
2035,-2.017993950000744,38.88,6.157571812855666,158.3737606187157,-18.512744874737177,5004.147793525835,30.13882315792456,5.6887593011024675,179400713.3195674,10.363046807965345,1306.0768481803416,549.5270200254138,1609.842579241746,large
