year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2026,-0.7092669216429557,40.11,6.8722845819339025,171.33594071139123,-0.7092669216429557,7059.3776941407905,35.141042623478675,8.10935256408737,255736542.4610593,10.39412796614724,2772.7288559967883,392.4851502043729,1609.842579241746,large
2027,-0.06306525152248318,40.1,6.840667581591939,170.5902140047865,-0.7723321731654389,5777.889136600969,26.569952519495992,6.738860474267949,212516703.91651404,10.200661447910996,2496.159762743214,381.69325257012486,1609.842579241746,large
2028,-2.1553737451560466,40.1,6.8378576742741055,170.5201415030949,-2.9277059183214855,6523.007425077397,36.21417833257198,7.568242385087047,239325987.99817663,11.293137937108508,1907.7782017525121,380.717876667263,1609.842579241746,large
2029,0.12554386005787072,39.98,6.743056491878172,168.66074266828846,-2.802162058263615,5701.651774212498,29.953554232011214,6.609517858761344,208437755.19389775,9.888633475233517,2545.9903295075683,355.4215936744632,1609.842579241746,large
2030,-0.694600324039568,39.98,6.748633429128299,168.80023584613053,-3.496762382303183,5656.413738054688,41.67115528490872,6.262495380702192,197494054.32582432,9.485491624222986,2167.7709343428896,357.4844318022196,1609.842579241746,large
2031,-2.130638523367123,39.95,6.717789301190451,168.15492618749565,-5.627400905670306,7150.110800930407,34.833813076811744,8.398600054245875,264858251.3106979,11.21542565318019,2193.3279440136193,346.106106747423,1609.842579241746,large
2032,-1.1476160474607857,39.76,6.625220890776169,166.63030409396805,-6.775016953131091,5000.731656607242,25.92532232728542,5.876531158614889,185830018.91018346,10.019796302109356,1683.5703249601709,384.66885135942897,1609.842579241746,large
2033,-0.9123237604323706,39.7,6.574764772416357,165.6112033354246,-7.6873407135634615,6140.09467601486,39.54693625676745,6.854825294263361,216173770.47988936,9.776223966486913,2284.7981883357456,405.5835172198243,1609.842579241746,large
2034,-3.6664374608977632,39.59,6.534804455036646,165.06199684356267,-11.353778174461224,8084.318238617455,43.58788008141182,9.251874939136714,291767128.0806154,13.343915271896222,1930.729663643723,444.82610294524403,1609.842579241746,large
2035,-0.5330233991902936,39.31,6.377068473283853,162.2250947159464,-11.886801573651518,6556.638780231126,44.50037973656783,7.035187354329682,221861668.40614083,9.21549962513586,2633.345436488565,505.34845675155196,1609.842579241746,large
2036,-0.7665552976749462,39.28,6.353829298701235,161.7573650382188,-12.653356871326464,6344.6099295952445,39.48160387280884,7.126604492378401,225360337.89978674,8.776322751561633,2438.763651328139,521.9093402998864,1609.842579241746,large
2037,-1.139006004943007,39.19,6.320577311204345,161.28036007155765,-13.792362876269472,6791.056754975022,35.50564105236476,7.495829280733059,236388472.19719774,10.093350364988101,2471.1464997966586,515.0966350543154,1609.842579241746,large
2038,-2.1677628838538303,39.08,6.271169402651314,160.47004612720866,-15.960125760123303,7537.164911898755,28.995989075875105,8.475273602136465,267276228.31697556,11.623396910929,2347.739997142362,539.3454935452125,1609.842579241746,large
2039,-1.8778587544922738,38.9,6.178511098116694,158.830619488861,-17.837984514615577,8503.06384201499,37.72858307578499,9.662828178943004,304726949.4511466,12.210224064673904,2897.40761821288,534.8691956753735,1609.842579241746,large
2040,-0.9899421295118356,38.67,6.098484966167376,157.70584344885899,-18.827926644127412,7447.631985002946,32.29596525879375,8.445024167813324,267051932.24426004,10.667959475619034,2823.9183955614317,580.8722399544031,1609.842579241746,large
2041,-1.1007095486185654,38.59,6.056117629963457,156.93489582698777,-19.928636192745977,6665.815817368255,44.24072754264196,7.230561029798431,228022972.63572332,10.092430193665072,2433.7893091542874,593.500637007206,1609.842579241746,large
2042,-2.048737068890113,38.46,6.0093846056351365,156.25024975650382,-21.97737326163609,7994.730568270119,40.95320981721986,8.783361606206519,276992091.61332875,11.623314314440378,2600.104100382492,605.7820720230518,1609.842579241746,large
2043,-0.7593548601032367,38.2,5.923148362045969,155.05623984413532,-22.736728121739326,6862.489425499342,30.5832818474787,7.598303202400863,239620089.79091358,10.441058030472986,2668.9374822741293,628.7060965070033,1609.842579241746,large
2044,-1.38846902245719,38.12,5.891069251662853,154.54011678024276,-24.125197144196516,6927.069245363274,34.615024926089966,7.404131399864563,234136404.77907717,10.81690880847824,2422.0061974099353,644.0890312759378,1609.842579241746,large
2045,-2.858998809255633,37.97,5.832617926852186,153.61121745726064,-26.98419595345215,8565.67769251237,46.04323897512082,9.127260262142745,287837279.6269336,12.246104112015958,2495.7745660821893,641.5530639359321,1609.842579241746,large
2046,-2.641237245707894,37.57,5.71404542528512,152.09064214227095,-29.625433199160046,8438.98089814743,34.2706468516485,9.056455642756577,285604385.14997137,12.093797513850195,2535.588144605835,644.7925920062553,1609.842579241746,large
