year,glacier_wide_balance_mean,glacier_wide_balance_std,glacier_wide_balance_min,glacier_wide_balance_max,area_km2_mean,area_km2_std,area_km2_min,area_km2_max,volume_km3_mean,volume_km3_std,volume_km3_min,volume_km3_max,mean_thickness_m_mean,mean_thickness_m_std,mean_thickness_m_min,mean_thickness_m_max,total_annual_runoff_mm_mean,total_annual_runoff_mm_std,total_annual_runoff_mm_min,total_annual_runoff_mm_max,mean_annual_discharge_m3s_mean,mean_annual_discharge_m3s_std,mean_annual_discharge_m3s_min,mean_annual_discharge_m3s_max,peak_daily_discharge_m3s_mean,peak_daily_discharge_m3s_std,peak_daily_discharge_m3s_min,peak_daily_discharge_m3s_max
2026,-1.605773609491763,0.5741384149240223,-2.344245496675062,-0.5844117971119899,40.11,0.0,40.11,40.11,6.8722845819339025,0.0,6.8722845819339025,6.8722845819339025,171.33594071139123,0.0,171.33594071139123,171.33594071139123,6911.427632803745,383.5004821172425,6441.696037202776,7573.188297414361,8.011694392314912,0.5495971053476222,7.32207046749847,8.94558056834774,37.355225711653695,3.053184902102721,33.12880344214911,42.10773737521543
2027,-1.5052821862739152,0.666620942547234,-1.944724989705783,-0.19585553290176738,40.066,0.025768197453449534,40.02,40.1,6.800963630634908,0.025408157675141752,6.768401460755149,6.84623130192645,169.74371129552884,0.5362964679523282,169.12547378198772,170.72896014779178,6562.242938753977,550.6989320798157,5873.419176074507,7244.957916035326,7.581865767177564,0.6390624314337956,6.822146810903604,8.364681269285473,36.92575403164068,4.616976537729474,32.19998915149158,43.71908735616912
2028,-1.085271766239056,0.35194723264547767,-1.5993881305726294,-0.5435294466044958,39.965999999999994,0.03072458299147359,39.92,40.0,6.734845900804595,0.021920500612341756,6.706298878123087,6.761246299607791,168.51406695751956,0.4206123496119285,167.9934588708188,169.03115749019477,7496.012635356359,642.0340029061822,6785.928918356953,8693.430591788689,8.450572909952864,0.7159810590468675,7.76359351713852,9.78726070377492,47.72951478386044,16.50394178154843,34.41280347438793,77.93288464949876
2029,-0.9767636623707668,0.9321941360585694,-2.100961747324501,0.03840070258688893,39.879999999999995,0.038470768123343164,39.83,39.92,6.687085553916935,0.016156072578130964,6.666802001528609,6.705656496137833,167.6799455536764,0.2440721885385395,167.38142107779586,167.97736713772127,6596.415942493067,845.3525935240355,5404.800787429654,7774.305738594338,7.557871192634404,1.0250669780692017,6.163064298720477,9.067386870930934,35.253003894731854,3.2841501855519915,29.04000677673933,38.84924070365615
2030,-1.1911155022882327,0.5486084556429498,-2.134515472800024,-0.6191994086095503,39.808,0.08471127433818904,39.7,39.92,6.644342320961345,0.050725490470493094,6.578505534283288,6.707359780634798,166.90778126325208,0.9212535404271536,165.7054290751458,168.02003458504,6286.580153111984,409.7611285124471,5491.712527243946,6629.900415981255,7.2336007998952185,0.496819924660336,6.298688960851952,7.677684122803882,32.96267502855578,4.990297394268144,25.28352325216324,39.497898378375034
2031,-1.4727125967108161,0.5048478847209799,-1.8910460466937737,-0.49742045420303377,39.712,0.04707440918375867,39.63,39.76,6.592127927235518,0.0319915050749477,6.540635125413741,6.629943453376409,165.99767669314815,0.6125512526932381,165.04252145883777,166.7490808193262,6692.00912886556,902.5830019491825,5336.550993305915,8060.146008693614,7.684368963207535,1.0821450565505888,6.028600778719176,9.231580033912211,32.21841284280568,2.8226547084937708,28.60358625868388,36.50547686433552
2032,-1.3850832099328707,0.6349683388443751,-2.4975458027983013,-0.6001718739463484,39.589999999999996,0.05176871642217927,39.49,39.63,6.527748393558495,0.030364592942413775,6.467990970555313,6.549983525312974,164.88305109143943,0.5538139803512522,163.7880721842318,165.2784134573044,6648.829629532205,904.0953497256894,5792.633177418899,8178.127523198322,7.484837608203186,1.099621586215737,6.354804647831745,9.287900941005152,35.14624259194908,3.855382157910569,29.80306280588959,41.238365428473756
2033,-1.7581305892715815,0.7661768689379531,-2.9495461036114166,-0.6935873719935997,39.474000000000004,0.0989141041510255,39.28,39.55,6.467562822270554,0.05651594356710476,6.36035481563427,6.520778020815621,163.84108335190209,1.0299334654766494,161.92349326971157,164.87428624059726,6444.16732181923,807.212865578893,5617.569989178016,7761.29836001659,7.274232855386461,0.9447590519450813,6.234161103622624,8.876591478013786,32.633571568299566,5.261153128295295,27.682689843292394,41.04080529932959
2034,-0.9499481934613284,0.9932402624588463,-2.7856441366201317,-0.06706128975176462,39.303999999999995,0.08957678270623404,39.13,39.38,6.391366432258058,0.055607301939241335,6.28441960094043,6.438394913994954,162.61126171206996,1.048753128588958,160.60361873090798,163.49403031983124,6486.433908151534,1467.1287914071745,5302.443724563881,9288.602717337635,7.326000984169615,1.4459464454563251,6.113205237660945,10.05170309135608,36.3504909393056,13.669448012411253,26.37468118626191,63.33777280376307
2035,-2.329827950947265,1.037864522249094,-3.5883719284477005,-0.4247137161035597,39.220000000000006,0.13696714934611057,39.02,39.37,6.350294096498636,0.07439024073041273,6.255224894341314,6.4330808017862955,161.9101052687921,1.3405157701168289,160.3081725869122,163.40057916653026,7784.612235442272,1318.5495914439923,5384.4832121659565,9234.4725926757,8.849311199841331,1.5189672691322487,6.164574677621993,10.684321784581366,34.78941612965558,3.505969165013395,29.356919823532383,39.45770903782617
2036,-1.7045042393764427,0.7718552696030715,-2.440526952519368,-0.28407297800298015,39.014,0.17872884490198968,38.81,39.33,6.250364358455643,0.09625165335557728,6.140032514887522,6.414535664501142,160.2003613715553,1.7319981541232923,158.20748556783101,163.09523682942134,8310.068662629226,1392.4703220851204,6015.166431562312,9883.732596638842,9.282343351032344,1.6674053659223778,6.529301090019655,11.187537230857307,41.764509215225885,5.29666668818576,35.30065364631755,50.46759209322405
2037,-1.8785850042617174,0.7204608608474846,-3.0612231467746835,-1.0120360401833284,38.862,0.25802325476592164,38.6,39.32,6.177424657068963,0.12068387830741638,6.070916994616681,6.402119537456719,158.94457545666592,2.0469147188961414,157.1555007666757,162.8209444927955,7404.207242259831,564.3390712770126,6814.880388814336,8475.480608832331,8.285441441148574,0.6492782020023073,7.667145690255397,9.507427868362255,37.000765188139596,6.351954550632395,27.906791308049844,47.09281903824501
2038,-1.444418746761428,0.5426669913981361,-1.8677508729475272,-0.37893724927334854,38.646,0.33181922789374374,38.24,39.24,6.097771127931749,0.14041493019538057,5.942708852404218,6.358041064648619,157.76600292152915,2.2678358977447943,155.40556622395965,162.02958880348163,6344.630446915189,962.2512420646672,4763.36593461079,7530.488484995394,7.053335067252631,1.100960241200062,5.273756750948937,8.239023569578713,33.47620330731401,4.895690710568927,27.794943941474944,41.8638383862484
2039,-1.247780927171279,1.119456766477742,-2.9065120644138105,0.34953300418388594,38.498000000000005,0.3652615501253864,38.06,39.13,6.0363790342856785,0.14344591275569557,5.864069613558154,6.288216791235541,156.77612603766298,2.2260923100394012,154.07434612606815,160.70065911667623,7173.150499327768,657.1666629042405,6260.011053124272,7983.578638653047,7.909382510538914,0.7438130372133943,6.88895975885959,8.931444957027578,36.69671966245727,8.341870848847515,28.390633818589908,52.0940264376444
2040,-2.1090720542831605,0.59256845866881,-3.0474290745573556,-1.4306059011584373,38.36,0.3301514803843848,38.02,38.88,5.98360309880147,0.12342551474473108,5.843352793271061,6.1646604163843035,155.96954657488433,1.8847892009605907,153.6915516378501,158.55608066832056,7773.341597584556,940.5548024970394,6489.880894490449,9383.504977243874,8.62062042787539,0.9539948590568903,7.2268773628647445,10.18894933266307,37.79438344442256,5.238333892931499,30.72049876677252,43.87436590733815
2041,-1.9637610672718053,0.34570550939933237,-2.598546435420954,-1.587784620862319,38.116,0.3558988620380804,37.66,38.67,5.894949046866271,0.1305418958938112,5.737575371308073,6.097982754253286,154.6397300964433,1.9789537434445386,152.35197480903008,157.69285632928072,7292.847100096129,252.76330163977173,6914.293026397482,7548.886378572815,8.016242048276903,0.22956434683066765,7.62056240621244,8.207129341490445,35.6086026263405,7.735090992733749,30.092466158480413,50.71435436033233
2042,-2.3858751235867137,0.7504717971444759,-3.325023286689425,-1.2207290612393495,37.876,0.4052949543233898,37.34,38.47,5.813037173976232,0.13906870163507426,5.630922028357319,6.020631428917989,153.4538443319711,2.0304430065758092,150.80133980603426,156.50198671479046,7179.826219308839,811.8582482436576,5635.548549965756,7891.411257840979,7.841164214558179,0.9033247496986079,6.114147426455217,8.620558733476216,33.523451401701756,2.8944105364088037,29.87369231151155,36.813443127657486
2043,-1.5893897260709826,0.708352468153092,-2.562591834857819,-0.6889965551182047,37.592,0.37150504707204224,37.2,38.2,5.71414707176246,0.13387150966123001,5.564274039608835,5.928071641412209,151.98413539002095,2.057657702519667,149.57725912926972,155.1851215029374,7007.413037690557,1108.4133424601846,5127.264125719743,8452.060241376299,7.503548647183139,1.1693641125950949,5.470858085301862,8.878433375152545,36.51878721125725,9.41171629605727,23.848615162165913,51.14835373362967
2044,-1.7259798377233646,0.3494627792217577,-2.3466806300361536,-1.3977179631367354,37.394,0.4029689814365377,36.9,38.1,5.648760556993177,0.14496935825199375,5.460534511023977,5.891133460130877,151.03664081913396,2.248525658448772,147.98196506840048,154.6229254627527,8011.85364579859,531.5300467349379,7390.598396331706,8855.663882666271,8.640474598846557,0.5215197550136971,7.925187259954851,9.527144503233432,39.02259126112215,7.5634337178043,27.8684280008736,49.79740108617211
2045,-2.419686944383523,0.801802563419485,-3.3980994971589524,-1.502177949025353,37.224000000000004,0.4245750816993396,36.76,37.99,5.577787527943334,0.14928959936888717,5.3950489858901625,5.832255700424705,149.81805844602903,2.305466390089234,146.764118223345,153.52081338311936,8002.398118045448,860.6055084169278,7243.589917644274,9388.561844765034,8.461152453234707,0.9905022407063016,7.595344877470528,10.058660093294545,44.20942015832791,8.01089421598016,33.09503382294773,55.3369287226159
2046,-2.4015580121039655,0.7744503054042938,-3.2904678103265703,-1.4785154797633162,36.94,0.4435312841277395,36.55,37.74,5.479484249310461,0.16024282497137654,5.334408783829451,5.766044659510335,148.30433776494283,2.532215221494087,145.94825673951985,152.78337730552028,8355.654668920803,902.1084784488845,7618.210280035813,10025.387164699252,8.813334636672403,0.9005576480604349,8.046360284703841,10.46648819895596,38.61779365566096,8.906577549213694,31.913763136932474,56.14040022803026
2047,-2.2017463341568884,1.281181770005707,-4.341888838596359,-0.3586396962286934,36.64,0.48228622207149946,36.09,37.5,5.382795068734152,0.1729781097900661,5.20973633405364,5.704560386990788,146.87441551385217,2.76710074927768,144.35401313531838,152.12161031975432,7948.780431086287,1401.9254122016018,6199.384866348649,10376.486925657427,8.326273486376259,1.4875451922711906,6.395277083575911,10.93232056937213,37.62713237840978,8.621796893008636,26.43773272338042,52.46524157081691
2048,-2.391179432127326,0.6766593572807501,-3.269515918783372,-1.6483521087374247,36.358000000000004,0.6014449268220639,35.84,37.47,5.295576114072618,0.2092868867082548,5.127630906050369,5.6895913037833274,145.5966320393515,3.2909534352491905,143.0700587625661,151.84390989547177,8733.848549587714,1408.3501289889327,6812.595331412165,10961.339795614731,9.087013232757664,1.567939258746045,7.001034393465684,11.702511208528543,36.248711291165435,5.089358558317171,27.368868586170386,40.881207831729526
2049,-2.40848972301185,0.4715361267069504,-3.082664190386548,-1.6650343391565454,36.07000000000001,0.6841344897021345,35.44,37.3,5.201082186602655,0.22208330115367092,5.00086684799578,5.6062054686155625,144.1303944032824,3.3646582190271057,141.10798103825564,150.30041470819202,8020.856455992296,678.894197657118,6889.986209544526,8693.756120375232,8.398878246508877,0.6139027537096464,7.469353517192974,9.034419714966003,34.162830252688785,5.191074120319515,28.66224733808322,40.565353424616944
2050,-2.1449574803091127,0.6733852657381673,-2.919709181520219,-0.9845036445813927,35.760000000000005,0.7025951892804275,35.14,37.0,5.1066795918483745,0.22958109757916106,4.908683665708572,5.515167993749798,142.7344132434435,3.557303221664927,139.68934734515003,149.0585944256702,8473.140755531107,955.1677155423872,6881.126908830421,9541.589650000438,8.848127735604532,0.9520026996713705,7.261067260863002,9.738364099776438,36.10846510614741,5.220203558649431,29.659373650084195,42.77481978309121
2051,-2.287271652083746,0.5381346549463359,-2.848955815368861,-1.2645123146963004,35.480000000000004,0.8110980212033554,34.74,36.93,5.023543809257171,0.24977906475760847,4.802989770983714,5.474913769713246,141.50290299332246,3.731885786070768,138.25531868116622,148.25111751186697,7590.118097664921,634.5200658380942,6489.555972119289,8399.347753450975,7.675776561706852,0.5281068511732284,6.717538618407167,8.21681687798438,34.475078290765516,7.221709775665786,25.247774853137024,44.38021383771055
2052,-2.5075771040759514,1.6817460193890013,-5.231056185698917,-0.19429156120187724,35.158,0.914842062872056,34.29,36.79,4.935869720201744,0.26728070532943093,4.696450326681584,5.423337608246895,140.29089007661486,3.864780109689219,136.96268085977204,147.41336255088055,8592.906139217255,1496.4156328758047,6147.2711136324915,10291.539135004707,8.62651990331905,1.3894468555361263,6.499985512526767,10.21345624949625,36.89905939624093,5.371916744510115,27.14943750951914,43.596937228547326
2053,-2.2256041045547406,0.9735911886692339,-2.9377210832292753,-0.3984067341912587,34.792,1.1563805601963404,33.5,36.78,4.842917137390285,0.32034779197573676,4.508106054773856,5.415390949373008,139.0483357240534,4.484533722599585,134.57032999324943,147.23738307158803,7895.218306634095,873.2161681394717,6799.954426831853,9265.721136064005,7.932513151825408,0.7968560341895594,7.206420677429922,9.320613010252053,38.95545469710466,5.816597264130935,30.595754369954786,48.57552752813511
2054,-2.441348788032335,0.4001728362054484,-2.8943987016501733,-1.6977562456894133,34.482000000000006,1.2794436290825777,33.14,36.76,4.76004998890552,0.35156549252131225,4.401399209755917,5.399102134827517,137.86203723386512,4.926625172198968,132.8122875605286,146.8743779876909,7844.392317605254,1007.6753452847445,7015.129436910806,9799.951549411926,7.806596571084503,1.1034732199562838,6.980559883177104,9.99401560773037,36.1819485446,3.731186790026322,30.042241333144233,41.114115002723786
2055,-2.177264980424166,0.6787542132516204,-3.010469299836056,-1.3917104442870325,34.14,1.296826896698243,32.84,36.51,4.668926265658613,0.36004049200136407,4.310972931987405,5.3307702021270265,136.56160709725964,5.1768813604416515,131.27201376331928,146.00849636064166,7884.145919973967,890.3432147330758,6605.93694304781,9221.28336876143,7.6687215172178425,0.8647688961431146,6.655446497939567,8.904119636847602,32.22638421141128,5.505065486432045,25.665417401956027,39.35650980049469
2056,-2.4969789015094133,1.1740612895874016,-3.9217796472416193,-1.093472747039525,33.846,1.3261462966053175,32.63,36.32,4.58839981155225,0.36833415876977765,4.253783267331481,5.2746960514428345,135.35673695207325,5.3703485436204526,130.3641822657518,145.22841551329392,8554.720251456612,953.5810620915173,6966.9174951477,9917.619016243927,8.473640795995355,1.172388253571283,6.589352796399344,10.011920107448073,31.145051747699824,3.2191141468428257,27.283474443870617,36.587876499209116
2057,-2.734006400847177,0.6944562030541046,-3.8165799530703017,-1.8362873411255185,33.504,1.380762108402456,32.34,36.16,4.497367743111431,0.38259951554561045,4.17229044972362,5.230354066513523,134.0021640718764,5.628211708977918,129.01331013369267,144.6447474146439,8010.162643264257,1266.0756722209662,6828.435341659158,10215.93393883837,7.747960897434898,1.1820452272934723,6.602140871560544,9.927857269234106,33.710624370960105,3.5655096106466564,30.544139372727084,40.50594331704815
2058,-2.9550036126827957,0.26257614155635206,-3.362842035066775,-2.6103254633703368,33.156,1.4508562988800797,32.0,35.95,4.398354415256226,0.39331738669413185,4.085211142376266,5.157550171645969,132.40436736315945,5.75947601144634,127.66284819925829,143.46453884967926,8749.945029070715,695.7284076379665,8002.859033626626,9937.819920067526,8.303293090771655,0.6640340193046376,7.463073493754914,9.503939548486906,36.87505470989,5.478863153446331,31.79556705875407,47.3862659589191
2059,-3.300563015186305,0.8561675173344542,-4.3538311882588765,-2.100790178494864,32.760000000000005,1.4691358003942319,31.52,35.57,4.291978060084646,0.3889577436930129,3.9773913606122955,5.043011112444793,130.7574851767001,5.696972144653254,126.18627413110075,141.7770905944558,9232.630490020547,1673.733744491183,7900.860641880157,12494.207538161325,8.726667016846521,1.6644679133321951,7.5881913243100785,12.03113353812276,35.83838550330357,4.149294143948143,28.758656956182122,41.04058385736724
2060,-3.1960551326309212,0.8261420037172676,-4.258158963962737,-2.2104420201992947,32.322,1.5384069682629506,31.0,35.27,4.175749506246004,0.39650003145382284,3.835852550531059,4.938057245353756,128.91613235176266,5.800804626545824,123.737179049389,140.00729360231801,9601.417650927184,1240.251525153766,8131.506402895897,11456.639966797009,9.029141709242726,1.0306502604212546,7.772859171276439,10.648660883352765,34.44825250862701,3.87089492081919,28.313884695774075,39.08162189120884
2061,-2.9770526157392974,1.1275512238944698,-4.701168193462132,-1.531975968208393,31.853999999999996,1.6086217703363335,30.38,34.9,4.065206501347378,0.4131170260713397,3.695156309923318,4.849844425943529,127.3073651260034,6.191678764628532,121.63121494151802,138.9640236660037,10058.933070071473,1834.9701967968222,7370.528087370603,12511.714606522946,9.269996901701628,1.7166014148461957,6.443762417867683,11.615366875644684,42.55061435984718,11.589709452334063,28.389895317322743,61.83553112400184
2062,-3.7187597576798455,1.063130463068071,-5.437935069472756,-2.380001867817658,31.398000000000003,1.664372554448072,30.03,34.6,3.9631284778213844,0.4157876914432111,3.644542164549611,4.772359631445134,125.89677875854298,6.156648058225128,121.36337544287748,137.9294691169114,9835.738947396536,1158.2981566829194,8303.286286502396,11831.23819392439,8.943069141785182,0.9558316986975793,8.0831533039209,10.70455969857992,38.05875839108195,8.00425300197576,27.38189852419982,51.52958977146882
2063,-3.297207427736295,0.4588173802156393,-4.030707229762274,-2.643772510806003,30.769999999999992,1.8184828841647083,29.24,34.23,3.840075823897414,0.4328071832647861,3.5104379830525962,4.683186931536521,124.43322454864617,6.272403388543922,120.05601857225021,136.81527699493196,10105.452676908424,1119.6813940008728,8661.911087893288,11433.21615703484,8.955646439617102,1.0834456655481084,7.117818994856392,10.032069766537008,40.55268928211457,8.482643191551071,30.127861388306332,52.58007462736053
2064,-2.6315905664162087,0.8790520435769819,-4.03304321676022,-1.3015387507525669,30.176,1.9009113603742795,28.67,33.8,3.7321498062313254,0.4377298987054371,3.4146507238954023,4.58531538080901,123.28926807784994,6.263256808110815,119.10187387148248,135.66021836713045,8526.006557773007,1939.1071525058667,6499.073657140975,11723.147659553782,7.425923271225628,1.618031459030502,5.381958194674091,10.118092261739708,27.635594020745224,3.555031981938454,21.442284299489536,31.781896396916984
2065,-2.6548877763255083,1.0825413074642587,-3.7951041683667595,-0.940313425275638,29.72,1.9433167523592247,28.18,33.45,3.6464677565261923,0.43432731114408424,3.3355886903877803,4.495408777548997,122.29777730495705,6.116485972663023,118.36723528700426,134.39189170550065,8794.64562953523,1130.4445236501954,7131.469925261429,10120.112956910394,7.543169821636496,0.6953683119760388,6.571683791349952,8.240611455461638,33.17878409317009,3.426710210235939,27.176494528980975,37.80725078600881
2066,-3.478188501270877,1.0324373360399894,-5.190071292926173,-2.6531716244167374,29.201999999999998,2.1293604673704256,27.43,33.33,3.5635731775646198,0.4557922190197277,3.2351601769007794,4.4606867225664875,121.58744075588224,6.162556337944141,117.94240528256579,133.83398507550217,9438.548348678833,1298.9805469094467,7874.523990774507,11670.258735021413,7.952642173235873,0.9261172910739935,6.753171566456231,9.492328989713114,34.957958309154826,5.289116979926209,27.033896983437824,43.07015088503906
2067,-2.548963753801202,1.068831414053908,-3.548938812687136,-0.6276730677291946,28.509999999999998,2.3755841386909444,26.23,33.01,3.4578587542179933,0.4639546429914996,3.0908668875080876,4.3642277369872735,120.82808367714702,5.707161965953677,117.59816734029343,132.2092619505384,8811.940094803493,1525.3117449944987,6429.696430965776,11025.498861179065,7.247596917631687,0.9568077521887054,6.143710934933758,8.864678834254665,29.61995424583252,5.9777193368478345,20.474114788265137,37.03898424786771
2068,-3.9172599634448453,1.5062159813319784,-5.967900270627452,-1.395243740405616,27.920000000000005,2.617426216725125,25.74,32.93,3.382843341954266,0.4875951394285041,3.029596608663096,4.341271102446229,120.66020192675656,5.587536268863562,117.69994594650723,131.8333161993996,9837.880572043421,1217.6451054886952,7609.164452547167,10972.915900918146,7.930209856035003,0.41112120495440896,7.310810518587964,8.557559982249263,28.97646115425273,2.9281647463533975,24.84669035742996,33.27267418323179
2069,-3.1067769149962734,0.9109074010456241,-4.874624031311456,-2.4134753209738333,27.184000000000005,2.8810178756821356,25.14,32.77,3.2719748929843533,0.5176685742383637,2.929398474256785,4.290749882159783,119.78169550651482,5.588966622124064,116.5234078861092,130.93530308696316,9152.571069754418,1639.8191111033123,6942.798300803037,12028.34061704567,7.114735634096517,0.8156983321826865,6.555385591434567,8.720494492062349,25.210617191678505,3.62790450396885,19.337929458873646,30.497049344595744
2070,-3.113701082145208,0.9142879656815922,-4.122466883862208,-2.047909382123659,26.618000000000002,2.9825452217862525,24.61,32.45,3.182745836170573,0.5193650311302342,2.841401703184448,4.203467870505611,118.97128098731348,5.36136811188785,115.45720045446761,129.53676026211437,10433.524599950675,909.4834298504907,9209.049004065791,11499.745623550427,8.009558511745931,0.7887349604973773,6.556858957233343,8.883136313156225,30.343962224292135,5.132805153352979,23.172491668075175,37.08211251063058
