year,glacier_wide_balance_mean,glacier_wide_balance_std,glacier_wide_balance_min,glacier_wide_balance_max,area_km2_mean,area_km2_std,area_km2_min,area_km2_max,volume_km3_mean,volume_km3_std,volume_km3_min,volume_km3_max,mean_thickness_m_mean,mean_thickness_m_std,mean_thickness_m_min,mean_thickness_m_max,total_annual_runoff_mm_mean,total_annual_runoff_mm_std,total_annual_runoff_mm_min,total_annual_runoff_mm_max,mean_annual_discharge_m3s_mean,mean_annual_discharge_m3s_std,mean_annual_discharge_m3s_min,mean_annual_discharge_m3s_max,peak_daily_discharge_m3s_mean,peak_daily_discharge_m3s_std,peak_daily_discharge_m3s_min,peak_daily_discharge_m3s_max
2070,-2.487200218430635,0.6839783904990241,-3.651135890690657,-1.6700851170234206,29.204,1.6179196518986974,27.14,31.92,3.5357472279618016,0.30336843997370544,3.199639857403839,4.077694521541549,120.87856133000294,3.619501556246869,117.8938783125954,127.74732210343198,8457.721313504095,1268.414413120239,6629.542678868145,10524.29005136827,7.081306021276923,1.0856968528862099,6.027229221748606,9.157038024236353,28.231069782907458,2.3225501403086612,24.840499930197968,31.688825901019037
2071,-2.196917390300414,0.6279870786558315,-2.7726695281787377,-1.0257621638033467,28.712,1.7333251281857076,26.47,31.7,3.457974656604624,0.3059194453923351,3.127222466347349,4.018960171250494,120.24869128332622,3.3681343438410476,117.85652610240156,126.78107795742882,8797.598309786039,1617.2664353901275,6864.271012586539,10951.025112644715,7.32085342522431,1.3191088995383677,6.085670901516998,8.975076462602091,28.55944484117648,6.842747723203991,21.5724315020327,37.25134185663054
2072,-2.1826972747042666,1.075352097953658,-3.2858239260102544,-0.46610885180828443,28.25,1.8659796354730143,25.9,31.51,3.3908053989698397,0.3186899551354658,3.058107831256403,3.98297888401079,119.82790120614558,3.343659654792397,117.66217270260901,126.40364595400793,8793.761779545754,1179.936559737684,7335.034542928031,10667.972636718208,7.113260001699172,0.9730609220917014,5.878808787014082,8.824636837558828,30.367397475561102,3.5215764167043204,26.49988224777899,35.01480457779938
2073,-2.567438091041903,0.2828512410049087,-2.962357061188113,-2.180955272124789,27.806,2.037867512867311,25.38,31.45,3.3262585309595933,0.3419489844840381,2.966948195525211,3.966643926941473,119.38746951169605,3.402149126563681,116.90103213259303,126.12540308239979,8705.368252094393,615.9769765387127,7935.667236251934,9451.578352246712,6.977989628119571,0.47366433499835037,6.325448219198136,7.6291472519165024,27.508158255098568,3.4559897887596294,23.32193608333133,32.22627668228853
2074,-2.357518497123008,0.5697640799906513,-3.4271788086817967,-1.8768383393961061,27.294,2.1099061590506816,25.0,31.16,3.2494239597327983,0.33343709755696394,2.9033692817133794,3.8771097040023665,118.83945826514302,2.876164827387362,116.13477126853518,124.42585699622487,8279.254892483421,781.608839147244,7242.027182457651,9543.0238830628,6.568302204688246,0.8371915728955278,5.4475090026660355,7.584599858374352,26.84447978017591,4.970602664595104,22.329893680334408,36.36909561264399
2075,-2.2408691253638175,0.8316011651478799,-3.3411273378148123,-0.8248050598589407,26.808,2.1429083041511605,24.61,30.85,3.1805027062923075,0.3304823242980304,2.848196394413779,3.809914152483045,118.43102212860397,2.6415927886348296,115.73329518138073,123.49802763316191,7794.593448052522,716.5781562306438,6998.761927080433,8818.900223027875,6.05102124867456,0.6047138307953118,5.034593815246443,6.654077522809518,23.640961112300033,2.5208354523780163,20.319496980737863,27.00686521941801
2076,-2.4109085906750987,0.5422528157149502,-3.111952247236943,-1.6975137807448109,26.329999999999995,2.242685889731328,23.82,30.52,3.116870024399815,0.32657096154586085,2.7637525802954697,3.731281547476911,118.19476757541028,2.153897470529434,116.02655668746725,122.25693143764454,8238.681668845296,302.76020261587576,7757.4686370698255,8587.623953874096,6.201431900242051,0.47536942256227266,5.780517273460836,7.108333907414543,28.35542538166597,6.459987463014249,21.9982263217565,39.98631538024929
2077,-2.281282666697544,0.8659357433769944,-3.7952796181077217,-1.1775009470364264,25.844,2.2747975734117523,23.05,29.99,3.048946464752342,0.32160484158490193,2.6860682063289008,3.648025966499506,117.81105027530472,1.9883801870451985,116.1706125623855,121.64141268754605,8669.883322751362,574.9959461840282,7804.59739297276,9541.38330830164,6.465781629009949,0.5803484168100874,5.644201420246039,7.159657669127791,25.996157470943825,4.916300017643382,19.399860286380406,32.7597846838108
2078,-2.1249996164411433,0.4753868983317045,-2.668712455086242,-1.441528229056784,25.436,2.3527821828635136,22.44,29.64,2.986318290555878,0.32695187140816406,2.592617774762115,3.58071138393932,117.23489123976086,1.8971221502014246,115.5355514599873,120.80672685355331,7991.837265617188,383.2738923221279,7408.059410983569,8502.368044220035,5.824507133521368,0.3391437433377621,5.4873421832858185,6.402255586435876,24.69428306533137,2.802212374273918,19.20738497521791,26.720572654402734
2079,-2.4854194366412323,0.9756811360794486,-3.545428248968066,-0.893833552879733,25.054000000000002,2.3778275799561244,22.12,29.32,2.9288735370772936,0.33293233106025694,2.53030665734697,3.5342967831436227,116.70893090383598,2.0716571845852134,114.389993550948,120.54218223545782,8439.037796261438,1154.6585744962981,7117.775423229668,10481.373254785947,6.089703372391925,0.83995487847903,5.424734162939775,7.741977267730567,25.70049711745322,4.3529365640061135,19.259057317172623,31.90909331378247
2080,-2.620851018060444,0.6908257300431208,-3.673195471611069,-1.864548927559191,24.564,2.522598660112227,21.57,29.17,2.864138383686835,0.3492572645423537,2.4477460692246766,3.505343450485808,116.38531258954185,2.1555580751664336,113.47918726122747,120.16947036290051,8482.291327954084,778.1980920295207,7358.584120734893,9414.592655810633,6.00762341189664,0.5831456783901304,4.974499878399277,6.599423635024733,25.244654907467325,4.595506450044876,17.553074119421094,30.968915029169576
