year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2026,-1.5671616102175696,40.11,6.8722845819339025,171.33594071139123,-1.5671616102175696,6441.696037202776,33.12880344214911,7.32207046749847,230908814.26303175,9.64178139658839,2128.429369104565,392.4851502043729,1609.842579241746,large
2027,-1.867133950132292,40.07,6.802611119864506,169.7681836751811,-3.4342955603498617,5990.906195192959,35.60563966455237,6.900158040432694,217603383.96308544,9.690042956116244,1801.6670973654952,376.0466844142188,1609.842579241746,large
2028,-1.1622595331985968,39.95,6.720658564012503,168.22674753473098,-4.596555093548458,8693.430591788689,52.93014848819666,9.78726070377492,309496672.87905204,11.323543768679556,3290.755130031068,346.8831675980426,1609.842579241746,large
2029,-2.0878740353761858,39.84,6.669719998115776,167.41265055511485,-6.684429128924644,7131.501687871546,36.39664229234369,8.074179144649198,254627313.5056571,10.851067630241584,2203.5149940019373,335.86961151070375,1609.842579241746,large
2030,-0.8625579630433716,39.7,6.578505534283288,165.7054290751458,-7.546987091968016,6408.5567419397275,31.792308997795843,7.239818626255244,228314920.19758534,10.03693693008873,2423.78850391209,408.28798794855766,1609.842579241746,large
2031,-1.6717933717438116,39.63,6.540635125413741,165.04252145883777,-9.218780463711827,8060.146008693614,36.50547686433552,9.231580033912211,291127107.94945544,10.22230069961998,2792.2634491692547,447.5503648259061,1609.842579241746,large
2032,-2.4975458027983013,39.49,6.467990970555313,163.7880721842318,-11.716326266510128,8178.127523198322,36.49033751262647,9.287900941005152,293705718.7168413,10.673769466072557,2483.121389710658,474.31289889076635,1609.842579241746,large
2033,-1.7575248456834822,39.28,6.36035481563427,161.92349326971157,-13.47385111219361,6842.692465097181,41.04080529932959,7.620262740414949,240312605.78172585,10.639075946945047,2223.1224982829626,522.5508484516338,1609.842579241746,large
2034,-0.6768116635806708,39.13,6.28441960094043,160.60361873090798,-14.150662775774281,6041.774697606077,26.37468118626191,6.9231664813922515,218328978.15718606,9.847819498448105,2346.011766762585,525.2455873265147,1609.842579241746,large
2035,-2.692700673122812,39.02,6.255224894341314,160.3081725869122,-16.843363448897094,7651.049937709104,39.45770903782617,8.622815958208491,271929124.058063,10.81502802903999,2167.8094433502883,534.6572029226154,1609.842579241746,large
2036,-1.5682358233015075,38.81,6.140032514887522,158.20748556783101,-18.4115992721986,7839.2934099469485,35.30065364631755,8.5761950237441,271199869.51884544,11.056251580118074,2742.4238594621015,560.2891435397278,1609.842579241746,large
2037,-1.3089800007467443,38.6,6.073230783233265,157.33758505785661,-19.720579272945344,7326.037013452875,33.36092060329351,8.352148930422194,263393368.6697943,10.096163256409213,2631.0899256437187,596.5210971072327,1609.842579241746,large
2038,-1.7749441062863187,38.47,6.017502076962213,156.42064145989636,-21.495523379231663,6191.748953974584,35.705205665331434,6.861521013998427,216384926.69745442,10.625306548380172,1931.3270383190713,606.8685880381621,1609.842579241746,large
2039,-1.8662836824385767,38.24,5.942596992986502,155.40264102998174,-23.36180706167024,7983.578638653047,30.958250879191645,8.931444957027578,281662048.1648217,11.322324715627119,2674.994953317261,631.5687469590221,1609.842579241746,large
2040,-3.0474290745573556,38.05,5.864261856800118,154.11989111169822,-26.409236136227598,9383.504977243874,43.87436590733815,10.18894933266307,322199031.37720466,12.218912593513972,2770.754836661959,638.941157304589,1609.842579241746,large
2041,-2.598546435420954,37.66,5.737575371308073,152.35197480903008,-29.00778257164855,7548.886378572815,30.092466158480413,8.1931001330897,258377605.79711682,11.536407184738025,2165.1008900215456,643.5549698428183,1609.842579241746,large
2042,-1.2207290612393495,37.34,5.630922028357319,150.80133980603426,-30.2285116328879,5635.548549965756,29.87369231151155,6.114147426455217,192815753.24069172,9.94193604109841,1930.7901567007423,642.4731639635133,1609.842579241746,large
2043,-0.6889965551182047,37.22,5.580510366793931,149.93311033836463,-30.917508188006106,5127.264125719743,23.848615162165913,5.470858085301862,172528980.57807952,8.863953677604865,1941.2061816885503,641.6157305103906,1609.842579241746,large
