year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2026,-1.4050556921530768,40.11,6.8722845819339025,171.33594071139123,-1.4050556921530768,7036.814430038377,40.80225945996102,8.112514739159737,255836264.81414148,11.041563610545804,2459.0657583764114,392.4851502043729,1609.842579241746,large
2027,-0.6114920553929889,40.07,6.809786074057005,169.9472441741204,-2.0165477475460656,6865.075674602425,36.212014094848975,7.9484233051460995,250661477.3510874,10.607137593116287,2731.9817019682714,378.43932663409834,1609.842579241746,large
2028,-1.939324896832756,40.03,6.782585624426731,169.43756243883917,-3.9558726443788217,6713.12146497268,30.004244762478073,7.718232845012406,244069046.31812033,10.588310007027232,2085.537917761982,368.9221033741622,1609.842579241746,large
2029,-2.6767371865929452,39.91,6.697296852950063,167.80999380982368,-6.6326098309717665,7258.976635875379,43.75975372224306,8.250070926512544,260174236.7384996,10.362617488666558,2002.1321216063025,346.01663838003816,1609.842579241746,large
2030,-1.2478651524745599,39.7,6.580969665395563,165.76749786890585,-7.880474983446327,7413.239791748955,34.97458366117106,8.39186802394319,264645950.00307238,9.66144163311289,2694.4098423663936,408.8297714952123,1609.842579241746,large
2031,-1.634961972901356,39.58,6.526307496369942,164.8890221417368,-9.515436956347683,6302.201268215095,34.67054086891497,7.115877432678531,224406310.71695015,11.024715585431164,2039.7526339557435,443.35896030017864,1609.842579241746,large
2032,-0.6352311563653869,39.44,6.454976909754889,163.66574314794343,-10.15066811271307,6875.130896789908,32.91753467807334,7.585894616601763,239884193.9240276,10.598226893066634,2727.3754611699114,499.60198027624807,1609.842579241746,large
2033,-1.8581454232206098,39.36,6.42722214836581,163.29324563937524,-12.00881353593368,6595.644826480851,46.990325864613794,7.50917969848619,236809490.9714605,9.978674179711904,2070.5321087228062,515.331211264466,1609.842579241746,large
2034,-2.247265654038253,39.22,6.3466625203419005,161.82209383839626,-14.256079189971933,6613.891838811328,29.12554104103355,7.426370722693173,234198027.1108519,11.231415122625458,1908.738710994677,519.1934082647311,1609.842579241746,large
2035,-1.570475860378984,39.0,6.249734432097648,160.2496008230166,-15.826555050350917,6975.261734825229,35.256734571597384,7.900241346428837,249142011.1009798,10.890150646678617,2362.9242511374478,532.3383795320576,1609.842579241746,large
2036,-0.8369380482097565,38.88,6.182128398684048,159.00536004845802,-16.663493098560675,6335.191786912777,26.204181036579925,7.17732064327149,226964104.30978838,10.637866241635757,2404.20609493967,550.9390671432382,1609.842579241746,large
2037,-1.626814469079934,38.82,6.146032749916874,158.32129700970825,-18.29030756764061,6211.957850681476,29.105732001230713,7.044124314352544,222143504.37742183,9.93963821673636,2005.074847554632,560.0043152201573,1609.842579241746,large
2038,-1.4954631332461827,38.6,6.076791830527155,157.42984016909728,-19.785770700886793,7451.816587904761,34.50711629251891,8.26418377137323,260619299.41402617,10.895964577024234,2604.4499399292717,595.9796888055056,1609.842579241746,large
2039,-1.7362020669928595,38.45,6.013269072519208,156.39191345953728,-21.521972767879653,7278.971167492235,33.6567993055766,8.268179113739459,260745296.53088757,10.839022425083847,2423.5622958040735,623.6066034799852,1609.842579241746,large
2040,-1.0773401007590588,38.24,5.940065859468258,155.33645029990214,-22.599312868638712,7336.217404802848,37.33476446978594,7.887653070534296,249426520.45766374,10.088408857443332,2736.8204989891087,629.8608162815805,1609.842579241746,large
2041,-1.0961677737159936,38.1,5.894646898670974,154.7151416974009,-23.695480642354706,8507.320492463063,42.8980783854202,9.318104905240443,293855756.2916626,9.684135764715302,3240.4615862765713,642.9640970390291,1609.842579241746,large
2042,-2.9336126012664585,38.01,5.848396139876507,153.86467087283629,-26.629093243621163,7599.7548541517035,29.138149640961352,8.411759257642842,265273239.94902465,11.765355313479743,2040.51970138283,634.6997547658306,1609.842579241746,large
2043,-0.35796579060110884,37.6,5.726747943705768,152.30712616238745,-26.987059034222273,6595.06124960023,31.495298189868993,7.1442433683262605,225300858.86353695,9.51202359005922,2727.556866985554,645.5486326970365,1609.842579241746,large
2044,-3.292361567202162,37.53,5.711774036766527,152.19222053734418,-30.279420601424434,7847.997993754831,44.514526241602596,8.621440549985504,272630641.6478616,10.544063831012455,1992.0592394312337,646.844470198334,1609.842579241746,large
2045,-1.594714175833097,37.2,5.577137069917919,149.92303951392256,-31.87413477725753,7690.229274044367,38.27759154060754,8.328322947070241,262641992.4588071,10.170876208732794,2665.9235369757284,639.995972387421,1609.842579241746,large
2046,-2.8445830592307018,36.98,5.511910239280115,149.05111517793713,-34.71871783648823,7767.424193806669,34.61327485890085,8.105427036048672,255612747.0088309,12.424419233210552,2152.723594121835,638.7007573036612,1609.842579241746,large
2047,-2.739057490617102,36.75,5.396604671027282,146.84638560618455,-37.45777532710533,8563.81276836889,35.5207166321816,9.137899161493918,288172787.9568722,11.226517051336396,2548.005860517578,628.6569560542205,1609.842579241746,large
2048,-2.5556027481344596,36.39,5.287212491332746,145.2930060822409,-40.01337807523979,9199.138211861658,33.24097305994726,9.734041724914114,307813761.04192406,10.622463157502775,2906.234676918589,620.0851618679263,1609.842579241746,large
2049,-3.3120231491118908,36.03,5.186352170342253,143.94538357874694,-43.32540122435168,8360.044109250068,32.84661169931751,8.689402365922694,274028993.0117381,11.652399805454946,2207.4783878700537,613.7873475233464,1609.842579241746,large
2050,-1.881579411176042,35.64,5.057207051674143,141.89694308850008,-45.20698063552772,6704.922076654374,29.532195956468254,6.800374260234212,214456602.67074612,10.826366918120533,2109.19363129915,604.415804819725,1609.842579241746,large
2051,-2.396045876490906,35.37,4.9841076248500755,140.91341885355035,-47.60302651201863,7815.078869585072,30.387939101399397,7.874865191751295,248341748.68706885,10.835676438012685,2368.744444603416,598.8643634652948,1609.842579241746,large
2052,-2.5387321883246607,35.09,4.8914642005920514,139.39766886839703,-50.14175870034329,7041.950677947795,32.91850602586818,7.119312055596643,225129733.54689926,11.050392247919724,1968.2666203838,591.9252533793083,1609.842579241746,large
2053,-3.9113206022926605,34.7,4.794744542672331,138.17707615770405,-54.05307930263595,7795.4042251945375,28.53861962831609,7.664630831279766,241711797.8952387,11.75489375501337,1697.4458603023118,595.5062784383332,1609.842579241746,large
2054,-3.422814479229185,34.07,4.650178086666825,136.48893709030892,-57.47589378186514,8528.479244387867,26.84992574633735,8.479728131467914,267416706.35397214,11.779657111097778,2229.6013081218507,588.8907250652644,1609.842579241746,large
2055,-2.147146233951903,33.57,4.524745993462525,134.78540343945562,-59.62304001581704,7992.876855840161,27.55349681797896,7.777439152462601,245269321.11206058,11.031281176994513,2551.67140552728,600.381352566024,1609.842579241746,large
2056,-1.9477490588947934,33.28,4.445961041889977,133.59257938371326,-61.57078907471183,8589.540802833064,30.26583699430844,8.297601440693215,262390071.79817715,10.933491347783855,2898.883873020132,606.2521586207303,1609.842579241746,large
2057,-3.0369248615477007,33.05,4.374822664276244,132.36982342742039,-64.60771393625953,8682.95594087568,27.586574738007435,8.429150403122037,265821687.1128566,11.695458117912487,2464.1393781858415,610.1809936241195,1609.842579241746,large
2058,-3.315259525279775,32.68,4.265867934944687,130.53451453319116,-67.9229734615393,9603.828865201387,37.11422996067151,9.316355971927937,293800601.93071944,11.337654441473116,2744.315967316862,622.1335527903225,1609.842579241746,large
2059,-2.6663882013567446,32.25,4.148108213306652,128.62351049012872,-70.58936166289604,9170.90133655452,28.180994098782325,8.814639601093631,277978474.46008873,11.273823277983816,2838.3433931314594,638.105606583214,1609.842579241746,large
2060,-3.3991025827724335,31.84,4.054125296008191,127.32805577915173,-73.98846424566847,8463.188674085139,21.53030025102075,7.835565268384605,247779379.14296535,11.850143197945204,2209.692753061093,639.5934753668595,1609.842579241746,large
2061,-3.282581762243279,31.35,3.936771800943095,125.57485808430926,-77.27104600791175,8634.66938854337,31.72405992492989,7.820282764031912,246620437.2465104,11.661549771487556,2335.1846829716033,634.4605579035002,1609.842579241746,large
2062,-2.0976570792173703,30.94,3.825095090258248,123.62944700252903,-79.36870308712912,6630.71506238298,31.054752537028893,5.757176207151736,181558308.86873716,10.433820305837074,1977.590854629576,638.7290441047386,1609.842579241746,large
2063,-2.5610480210752162,30.62,3.7542288097683527,122.60708065866599,-81.92975110820434,8373.868239086749,28.999282953794857,7.354044878235292,231917159.28002816,12.479954259429134,2534.801959063546,644.5499898171555,1609.842579241746,large
