year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2079,-2.3232478698309453,24.63,2.8491695487689177,115.67882861424756,-111.75933209213332,7650.3416336593455,24.13732380046693,5.424734162939775,171074416.56246877,11.193283276073148,2295.7353662934165,701.0787427649198,1609.842579241746,large
2080,-3.673195471611069,23.98,2.7886408033026266,116.290275367082,-115.43252756374439,9414.592655810633,30.968915029169576,6.599423635024733,208689613.9562061,11.963134327110142,2469.0912908066275,722.2897541426374,1609.842579241746,large
2081,-1.6620409829302258,23.1,2.696279205940152,116.72204354719274,-117.09456854667461,8094.029929743487,21.193236165312175,5.477673584179146,172743914.15067354,11.534928226608134,2760.8943682588106,733.3981335429581,1609.842579241746,large
2082,-4.149787824275333,22.81,2.654101345532078,116.35692001455843,-121.24435637094994,10472.879105603186,29.286418317290124,6.798420225364417,214394980.22709227,13.736012529427429,2713.551019143645,758.2932590425822,1609.842579241746,large
2083,-1.3625438430841972,22.23,2.5532743976224133,114.85714789124665,-122.60690021403414,7247.387678809457,18.458277237437034,4.6773761209600835,147505733.35059717,10.939511701472266,2524.6037688985,773.9680819640523,1609.842579241746,large
2084,-1.2952704825126926,22.1,2.5199368227008505,114.02429061994798,-123.90217069654683,6820.954429625178,21.3117584535174,4.299775704501265,135969227.23802078,11.296883186018093,2370.55961631469,771.4492359431231,1609.842579241746,large
2085,-2.2501330165430242,21.84,2.4885056533542227,113.94256654552302,-126.15230371308985,9066.61590703711,26.21914826097186,5.5481842735759255,174967539.25149038,11.139519927949847,2923.086277030216,770.70014604717,1609.842579241746,large
2086,-2.218768421704672,21.47,2.4351246008619256,113.41986962561367,-128.37107213479453,9207.392780649345,25.09210063066558,5.7698355160968005,181957532.8356287,12.892017725376817,2995.776600295759,786.867107751472,1609.842579241746,large
2087,-1.1202865891420475,21.13,2.3832548662552933,112.7901025203641,-129.49135872393657,6537.446564318361,21.436203239157145,3.976918334395608,125416096.5934999,10.785926350440507,2321.3488545731816,788.1824291031887,1609.842579241746,large
2088,-2.6364974377497585,20.94,2.3571552911590548,112.56711037053746,-132.12785616168634,8245.61233297042,19.772141350810646,4.946685329213917,156426062.15453416,12.728375535393942,2403.583663995878,792.4932698377116,1609.842579241746,large
2089,-3.22860358695554,20.49,2.2976771864461774,112.1365147118681,-135.35645974864187,7927.924732267689,24.170007547068586,4.66414540821197,147088489.5933727,12.962699090016763,2012.8758644187074,800.7848169168848,1609.842579241746,large
2090,-3.614934850754413,19.98,2.226561436894782,111.43951135609521,-138.9713945993963,9206.724590986407,24.823912419091577,5.389956768755597,169977676.65947652,13.513226911433202,2393.627563180891,806.0479973723636,1609.842579241746,medium
2091,-1.8911873968313249,19.61,2.1474236578260903,109.50656082743959,-140.86258199622762,8703.815330443093,14.113110565122591,5.041391669523259,158985327.6900855,12.333961018409255,2917.333322671424,813.3079382413731,1609.8347162458192,medium
2092,-2.6318578015921354,19.38,2.1065241734695648,108.69577778480728,-143.49443979781975,9145.954469251443,22.086949257631098,5.164275682673559,163306791.34777638,13.238263894132052,2789.457581754382,814.6649726327258,1609.8307407140105,medium
2093,-1.382871699716779,19.12,2.0503665683896295,107.23674520866261,-144.87731149753654,8009.225002268524,14.57800295620595,4.441284099408538,140060335.35894766,12.114232465632421,2838.6179255928164,815.4827754574619,1609.8252363936956,medium
2094,-1.428124363703,18.94,2.0210781154338258,106.7095097905927,-146.30543586123954,7769.122196064881,15.086412029399343,4.274991317495633,134816126.18854228,11.271860068914522,2716.5587569885674,813.3348557843543,1609.8223726024287,medium
2095,-2.523892240595296,18.86,1.9910912166779402,105.57217479734571,-148.82932810183485,8113.341801268469,23.774746470221757,4.401405482144003,138802723.28489327,12.534058143918767,2395.2924619587598,820.6634065212384,1609.8193946859333,medium
2096,-2.7718096245295345,18.49,1.9386251302963438,104.84722175750912,-151.60113772636439,8346.590744423995,20.494924520290304,4.492412288524786,142060858.3526462,12.294709140289493,2389.460281762047,826.1247301000806,1609.8142971818754,medium
2097,-0.8935984889004854,18.21,1.8820877842198938,103.35462845798429,-152.49473621526488,7421.184704536254,16.091470489454014,3.8061056155617523,120029346.69235542,11.654188931643803,2799.5049023659467,827.8690841324714,1609.8088388454016,medium
2098,-2.357844899715477,18.12,1.8640170319053673,102.87069712502027,-154.85258111498035,7493.643653494725,19.787877827431124,3.8216731643555946,120520284.91111803,12.510630595302938,2202.8485407585404,824.4338576314934,1609.8071084249032,medium
2099,-2.9912050826669176,17.95,1.8166238602578593,101.20467188066068,-157.84378619764726,9063.480009828092,22.534401386923456,4.540135811302678,143177722.94524124,13.383252877911634,2606.1730234619386,829.7574545432853,1609.8024950534398,medium
2100,-2.467229258102644,17.56,1.7579388078430835,100.1104104694239,-160.3110154557499,9346.203015849946,20.096558070422706,4.755135701992734,149957959.49804285,11.86882403428901,2953.19129953053,826.3899832931093,1609.7968329484079,medium
