year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2091,-2.1095000893892704,24.66,2.85869880799827,115.9245258717871,-110.96288181579963,7792.658560480057,23.741751135377513,5.566817193586195,175555147.01693428,11.591408999207067,2449.1385155711882,701.316246576996,1609.842579241746,large
2092,-0.9943441362500173,24.1,2.8033709073172473,116.32244428702272,-111.95722595204965,7148.2585266023625,23.16362957744585,4.97655960218341,157370758.36408466,10.49070019682003,2647.602594927372,717.4674461773755,1609.842579241746,large
2093,-0.9156227683837632,23.88,2.77732975636525,116.30359113757329,-112.87284872043342,7668.084799215121,25.662989823076245,5.269547198874457,166180440.46370485,11.666737991967768,2902.8734708478787,716.0734017828815,1609.842579241746,large
2094,-1.453355241736807,23.72,2.753236127651644,116.0723493950946,-114.32620396217023,7592.440690558696,34.23153221405556,5.155990865959673,162599327.94890425,11.160110370109747,2638.29225918048,719.8453460985444,1609.842579241746,large
2095,-0.6993619827873913,23.27,2.715957313516243,116.71496835050465,-115.02556594495762,6310.148269719562,20.299023514911365,4.170319127491592,131515184.00457484,10.909344776954175,2408.6651261125226,735.406604091535,1609.842579241746,large
2096,-2.333621266937841,23.09,2.6979440982172687,116.84469892668984,-117.35918721189546,9412.52184266039,43.4027863312742,6.099043240931109,192866384.9820199,12.5837330337341,3038.1259647667493,735.0017122459162,1609.842579241746,large
2097,-2.5272889970097605,22.67,2.6392944919511234,116.42234194755727,-119.88647620890522,8918.569262712532,21.725225757537785,5.860242011699214,184808592.08094642,13.020395590048611,2742.035767586414,758.5219455373607,1609.842579241746,large
2098,-1.1800644077011986,22.34,2.576889841396622,115.34869478051128,-121.06654061660642,7781.995550180959,30.9665004141986,5.059218685289345,159547520.45928475,10.90172898264796,2831.986965043927,766.9866489853943,1609.842579241746,large
2099,-0.6714677876098825,22.13,2.5477566544966437,115.12682577933319,-121.7380084042163,8075.14959289197,24.396845884324655,5.109481437886815,161132606.6251986,11.050935724644393,3175.201039432783,769.482923952014,1609.842579241746,large
2100,-1.7245873402363663,22.1,2.5312618971765906,114.536737428805,-123.46259574445267,8233.403970119265,25.841591787221816,5.080046196933451,160204336.8664933,11.70111902914083,2791.7699192312157,772.0788952163684,1609.842579241746,large
