year,glacier_wide_balance,area_km2,volume_km3,mean_thickness_m,cum_balance,total_annual_runoff_mm,peak_daily_discharge_m3s,mean_annual_discharge_m3s,total_annual_discharge_m3,mean_summer_T,annual_precip_mm,elev_min,elev_max,size_class
2026,-2.344245496675062,40.11,6.8722845819339025,171.33594071139123,-2.344245496675062,7044.720107197851,42.10773737521543,8.22177200431237,259281801.92799494,9.362612181261667,2052.4274388917747,392.4851502043729,1609.842579241746,large
2027,-0.19585553290176738,40.02,6.768401460755149,169.12547378198772,-2.5401010295768294,5873.419176074507,40.79926636981986,6.822146810903604,215143221.82865605,9.938182660944921,2480.5673118378236,364.57712341776846,1609.842579241746,large
2028,-1.225497630114543,40.0,6.7596854411365195,168.992136028413,-3.7655986596913724,7335.646323513364,77.93288464949876,7.929968524654964,250764636.6740491,9.710603616817579,2669.5391585598013,361.42753302605183,1609.842579241746,large
2029,0.03840070258688893,39.92,6.705656496137833,167.97736713772127,-3.7271979571044835,6750.168437536822,35.967126437394505,7.77341024754698,245142265.56664157,9.450597344411293,2966.079942657422,349.48122281106254,1609.842579241746,large
2030,-2.134515472800024,39.92,6.707359780634798,168.02003458504,-5.8617134299045075,6349.751488921704,39.497898378375034,7.325211716315312,231007876.68571967,11.181224653132421,1841.7009120591797,350.12307685292296,1609.842579241746,large
2031,-1.8007955094446353,39.74,6.6141437109024475,166.43542302220553,-7.662508939349143,6455.302247598334,30.100451557161424,7.382017461855687,232799302.67708096,10.181888078743834,2033.8820226647588,390.9683208179459,1609.842579241746,large
2032,-1.5300694110911301,39.6,6.535298825472999,165.03279862305556,-9.192578350440273,7173.9119456574135,41.238365428473756,8.212231370614088,259690465.29410693,10.466403946938163,2466.623575562763,445.43582608060746,1609.842579241746,large
2033,-0.6935873719935997,39.49,6.468663999917777,163.80511521696067,-9.886165722433873,5621.596483336078,28.93008962967133,6.445048091044984,203251036.5991946,9.999589003824507,2154.1388039998255,474.0148368689023,1609.842579241746,large
2034,-0.12134753209234844,39.38,6.438394913994954,163.49403031983124,-10.007513254526222,5341.975383791104,28.156022317016998,6.113205237660945,192786040.37487558,9.186803067385988,2281.672534953542,494.4140498984029,1609.842579241746,large
2035,-0.4247137161035597,39.37,6.4330808017862955,163.40057916653026,-10.432226970629781,5384.4832121659565,29.356919823532383,6.164574677621993,194406027.0334872,9.472731544797671,2167.676114466591,492.9236868276924,1609.842579241746,large
2036,-0.28407297800298015,39.33,6.414535664501142,163.09523682942134,-10.716299948632761,6015.166431562312,50.46759209322405,6.529301090019655,206472170.78903753,9.995670636072843,2504.7540673429658,511.57082101676326,1609.842579241746,large
2037,-1.0120360401833284,39.32,6.402119537456719,162.8209444927955,-11.72833598881609,7272.43308646514,47.09281903824501,7.989635979463051,251961160.24834678,11.28276658693847,2736.302058628049,508.2381802573229,1609.842579241746,large
2038,-1.6095750441629153,39.24,6.358041064648619,162.02958880348163,-13.337911032979004,7142.844044942879,30.831910755382797,8.20194924542453,258656671.40370798,11.72393267686714,2418.612762484364,521.447793432102,1609.842579241746,large
2039,-2.9065120644138105,39.13,6.288216791235541,160.70065911667623,-16.244423097392815,7732.085917400614,52.0940264376444,8.482023365308411,267489088.84836605,12.245904669691528,2109.878689398239,524.9703286282916,1609.842579241746,large
2040,-1.5675491930736813,38.88,6.1646604163843035,158.55608066832056,-17.811972290466496,7355.284291688124,33.776807847675315,8.26443136112736,261341154.27411377,12.139404780200739,2531.241295479099,547.0451112948531,1609.842579241746,large
2041,-1.825159743362383,38.67,6.097982754253286,157.69285632928072,-19.63713203382888,7074.7673231288945,30.70641980572897,7.890872061933744,248846541.34514257,11.74248968635678,2295.6414281305297,579.1500382071059,1609.842579241746,large
2042,-2.198317503155499,38.47,6.020631428917989,156.50198671479046,-21.835449536984378,7133.821292236165,30.226010503723025,7.8364348700144335,247129810.06077516,11.826163578170641,2158.0672843331313,607.0055619551277,1609.842579241746,large
2043,-0.874968244169703,38.2,5.928071641412209,155.1851215029374,-22.71041778115408,7617.395303922171,35.5724953738545,8.310543033947154,262081285.11855745,11.030198134683882,2948.3520633028966,628.7184472243587,1609.842579241746,large
2044,-1.3977179631367354,38.1,5.891133460130877,154.6229254627527,-24.108135744290816,7753.354112582416,49.79740108617211,8.50290360045813,268882218.81512713,11.031173525954808,2779.0486281780923,643.2976032644585,1609.842579241746,large
2045,-1.5813808117046988,37.99,5.832255700424705,153.52081338311936,-25.689516555995514,7243.589917644274,46.45827763229957,7.723349397250234,243563546.5916834,10.544712891923181,2476.294160565154,640.6871542078646,1609.842579241746,large
2046,-1.4785154797633162,37.74,5.766044659510335,152.78337730552028,-27.16803203575883,7948.908671664367,36.93686643329059,8.447656702449889,266405301.76845968,10.941694836131742,2829.8686600401634,642.6657654100202,1609.842579241746,large
2047,-0.3586396962286934,37.5,5.704560386990788,152.12161031975432,-27.526671731987523,7219.948416829055,39.905533349243434,7.723969561695682,243583104.09763506,11.054307684828244,3000.0952378783477,646.0134616392954,1609.842579241746,large
2048,-2.026614809581138,37.47,5.6895913037833274,151.84390989547177,-29.55328654156866,7838.428354109978,40.33261935827774,8.168671650347589,258313002.3959516,11.263256722180182,2541.482000794217,643.364317516981,1609.842579241746,large
2049,-2.2320622798367142,37.3,5.6062054686155625,150.30041470819202,-31.785348821405375,6889.986209544526,31.697940256705756,7.469353517192974,235553532.5181976,11.13380663926948,2037.3073194512472,643.8770458135451,1609.842579241746,large
2050,-0.9845036445813927,37.0,5.515167993749798,149.0585944256702,-32.769852465986766,6881.126908830421,42.77481978309121,7.261067260863002,228985017.13857564,10.63275809509064,2578.7029438060545,639.4696016420385,1609.842579241746,large
2051,-1.2645123146963004,36.93,5.474913769713246,148.25111751186697,-34.03436478068306,6489.555972119289,30.581551757332697,6.717538618407167,211844297.8700884,10.039084057323148,2285.285007336427,634.9246447776286,1609.842579241746,large
2052,-0.19429156120187724,36.79,5.423337608246895,147.41336255088055,-34.22865634188494,6147.2711136324915,27.14943750951914,6.499985512526767,205545141.87132645,10.888576825037688,2603.8361213324156,633.4490538171071,1609.842579241746,large
2053,-0.3984067341912587,36.78,5.415390949373008,147.23738307158803,-34.627063076076205,6799.954426831853,39.45170820382165,7.269648941729233,229255649.0263731,9.861216997200865,2800.1492682241687,631.9724499810108,1609.842579241746,large
2054,-1.6977562456894133,36.76,5.399102134827517,146.8743779876909,-36.32481932176562,7015.129436910806,36.51558084646361,7.32696038816554,231063022.80118847,10.74264393281143,2326.1041868153816,628.9309560777003,1609.842579241746,large
2055,-1.3917104442870325,36.51,5.3307702021270265,146.00849636064166,-37.71652976605265,6605.93694304781,34.56228807740551,6.655446497939567,209886160.7590222,11.219112889800222,2280.670012032454,622.697956819927,1609.842579241746,large
2056,-1.1013488712920356,36.32,5.2746960514428345,145.22841551329392,-38.81787863734469,8947.085245935226,36.587876499209116,9.369986783663403,296301470.0677176,11.236615208189864,3431.492494610963,621.7758262566098,1609.842579241746,large
2057,-1.8362873411255185,36.16,5.230354066513523,144.6447474146439,-40.65416597847021,6828.435341659158,31.175722614025332,7.240921386678165,228349696.8502826,11.17497286188327,2183.0481357520493,617.57885308075,1609.842579241746,large
2058,-2.9364383525959856,35.95,5.157550171645969,143.46453884967926,-43.590604331066196,8002.859033626626,47.3862659589191,8.133581422724665,256500623.74704507,11.428160953658917,2215.4647179926465,612.2902851386584,1609.842579241746,large
2059,-2.7220419691582967,35.57,5.043011112444793,141.7770905944558,-46.31264630022449,7900.860641880157,38.134610260110634,7.9456604639661625,250574348.3916369,13.230339046283751,2264.2191365148847,610.5383407291981,1609.842579241746,large
2060,-2.312767916731434,35.27,4.938057245353756,140.00729360231801,-48.625414216955924,8131.506402895897,35.275820732709406,8.344512612448595,263873515.63589445,12.309705802937659,2543.7574303098113,600.4726386750724,1609.842579241746,large
2061,-2.0400709451740817,34.9,4.849844425943529,138.9640236660037,-50.665485162130004,8693.642181760995,61.83553112400184,8.722038002875458,275058190.4586804,11.605288294224477,2908.181485195505,592.093066892332,1609.842579241746,large
2062,-2.380001867817658,34.6,4.772359631445134,137.9294691169114,-53.045487029947665,8303.286286502396,37.97409083874117,8.0831533039209,254910322.5924495,11.279127365747064,2588.1659401141624,589.4217374978084,1609.842579241746,large
2063,-2.643772510806003,34.23,4.683186931536521,136.81527699493196,-55.68925954075367,9617.3504814467,48.07139048957403,9.368054559628133,295430968.5924328,12.321331186017106,3045.8608306680217,592.9476828076185,1609.842579241746,large
2064,-2.45004128916445,33.8,4.58531538080901,135.66021836713045,-58.13930082991812,6508.921973993145,26.928495785515658,6.31159390856354,199587747.2141597,11.421727539414388,1771.9947738029123,591.2027641482009,1609.842579241746,large
2065,-0.940313425275638,33.45,4.495408777548997,134.39189170550065,-59.07961425519376,7131.469925261429,32.99464642318853,6.847816916635085,215952754.28300402,10.742308902877665,2702.348188821984,598.8016852093228,1609.842579241746,large
2066,-2.6531716244167374,33.33,4.4606867225664875,133.83398507550217,-61.732785879610496,7874.523990774507,27.033896983437824,7.590556161039834,239375779.0945522,11.291632606809394,2278.7902890007854,601.2514071177412,1609.842579241746,large
2067,-0.6276730677291946,33.01,4.3642277369872735,132.2092619505384,-62.360458947339694,6429.696430965776,28.812139263545955,6.143710934933758,193748068.044071,10.72663248739278,2532.1672275038054,617.5973691944205,1609.842579241746,large
2068,-1.395243740405616,32.93,4.341271102446229,131.8333161993996,-63.75570268774531,7609.164452547167,33.27267418323179,7.310810518587964,231185374.54299602,10.366275441397233,2711.7897264041385,612.1067784589292,1609.842579241746,large
2069,-2.429341624984685,32.77,4.290749882159783,130.93530308696316,-66.18504431273,6942.798300803037,23.97371684457144,6.589170447397414,207796079.22912484,10.806075382369853,1969.4689920707717,626.4750197841818,1609.842579241746,large
2070,-2.047909382123659,32.45,4.203467870505611,129.53676026211437,-68.23295369485366,9583.284432070737,37.08211251063058,8.883136313156225,280138586.7716947,13.247871394916563,3288.687258530276,622.4736384898738,1609.842579241746,large
2071,-1.6506174389325776,32.17,4.131009773140177,128.41186736525262,-69.88357113378623,8152.311164509837,41.199744444548536,7.592812837883941,239446945.65550798,12.075850772994858,2837.1593051632753,632.9782388587564,1609.842579241746,large
2072,-2.42229592770383,31.9,4.072538345942628,127.66577886967487,-72.30586706149006,6686.793650223153,25.276215605889366,6.23556899156187,197183656.87876606,11.805703356224003,1860.539682378378,642.3480381295417,1609.842579241746,large
2073,-2.3574029039496476,31.54,3.987752027690051,126.43475040234785,-74.66326996543971,8640.889640479476,38.55727222309836,7.796723752205958,245877480.2495671,12.267736016286298,2741.586193062317,634.5327310403748,1609.842579241746,large
2074,-1.5524177739541465,31.23,3.906602414924768,125.09133573246135,-76.21568773939386,6952.0793454428285,30.661325068250935,6.35917979750773,200543094.09420377,12.123526195995028,2355.5112449391945,644.6095040665765,1609.842579241746,large
2075,-2.020661669911949,31.05,3.853061484961938,124.09215732566628,-78.2363494093058,9862.521330481966,58.7955961811522,8.615730953084082,271705691.3364596,11.616796738305663,3421.0116416139717,642.7119931604201,1609.842579241746,large
2076,-2.099857322303389,30.76,3.784569720734088,123.0354265518234,-80.3362067316092,8847.011940223249,32.745914048585554,7.670358480308896,242555144.00772002,12.993040153523596,2942.8265969268086,649.4129877647565,1609.842579241746,large
2077,-2.0501278913560927,30.42,3.7144851669304035,122.10667872881012,-82.3863346229653,9141.541570118528,38.87311285191134,7.982336394033746,251730960.52224824,12.707445555285112,3091.123093170935,644.0310098910476,1609.842579241746,large
2078,-3.9643981129091,29.98,3.6471978994070313,121.65436622438396,-86.35073273587439,8815.668853483214,41.4244437689368,7.522425476775252,237227209.83558437,12.678436938713268,2112.867303470559,645.0848526590377,1609.842579241746,large
2079,-3.2024749721052936,29.25,3.521485936110572,120.39268157642981,-89.55320770797968,7571.656417038167,30.318770916009818,6.442614368240857,203174286.71684366,12.957963690687626,1900.6008591368347,647.2601513156848,1609.842579241746,large
2080,-4.259465414238368,28.69,3.4211451556507466,119.24521281459558,-93.81267312221804,11421.308986465503,37.7865045279612,9.282529824998145,293535871.13802135,13.932947725067413,3113.127017668493,648.6369838954578,1609.842579241746,large
2081,-2.4594837659787196,27.91,3.2920809476507373,117.95345566645422,-96.27215688819676,9084.620839008514,27.5282204423206,7.454797648103565,235094498.63059402,13.567494927419114,2875.4728540205406,658.0746049080732,1609.842579241746,large
2082,-3.662756816343739,27.28,3.218623763068126,117.98474204795184,-99.9349137045405,8235.028782324987,29.984852593415308,6.458784582310609,203684230.58774737,12.912256983189323,1980.820912643664,662.0724480108338,1609.842579241746,large
